"country","year","disease_name","disease_category","prevalence_rate","incidence_rate","mortality_rate","age_group","gender","population_affected","healthcare_access","doctors_per_1000","hospital_beds_per_1000","treatment_type","average_treatment_cost_usd","availability_of_vaccines_treatment","recovery_rate","dal_ys","improvement_in_5_years","per_capita_income_usd","education_index","urbanization_rate"
"Germany",2022,"Cancer","Genetic",14.12,8.58,4.26,"Adult","Female",451651,97.98,4.74,0.71,"Medication",33110,"No",74.87,3816,2.19,8324,0.48,33.48
"Nigeria",2024,"Hepatitis","Metabolic",7.09,0.25,4.5,"Adult","Other",284429,94.02,1.69,9.86,"Surgery",46216,"No",56.21,4669,2.48,39696,0.47,54.47
"UK",2024,"Rabies","Parasitic",11.42,5.52,4.78,"Child","Male",615067,85.16,3.79,7.68,"Medication",18921,"Yes",51.97,2712,8.28,73832,0.69,35.05
"Argentina",2022,"Diabetes","Infectious",9.09,5.09,2.86,"Young Adult","Other",468997,81.59,0.96,8.4,"Surgery",2115,"No",94.45,2925,0.41,18779,0.81,26.69
"Japan",2024,"Malaria","Genetic",18.36,10.59,9.62,"Young Adult","Male",517951,76.55,3.67,0.59,"Medication",44383,"Yes",76.32,3703,2.35,97099,0.85,33.51
"Argentina",2022,"Polio","Cardiovascular",5.96,1.53,6.23,"Adult","Other",352228,85.14,1.54,1.33,"Medication",19704.4285714286,"No",52.84,819,1.4,17792,0.67,72.4
"Saudi Arabia",2021,"Cholera","Parasitic",18.09,4.54,1.58,"Young Adult","Male",260870,53.9,4.15,3.86,"Vaccination",6663,"Yes",73.7,4403,0.4,75914,0.49,74.98
"Germany",2022,"Asthma","Genetic",11.59,10.75,5.83,"Child","Other",174477,59.6,3.36,5.72,"Vaccination",44059,"Yes",93.99,4609,9.72,88574,0.81,76.5
"Australia",2021,"COVID-19","Bacterial",5.15,0.85,2.12,"Child","Male",59365,80.59,3.22,6.19,"Medication",204,"Yes",66.74,2725,3.69,86698,0.89,70.59
"France",2022,"Influenza","Neurological",9.51,5.17,8.42,"Senior","Other",28436,81.53,1.2,9.35,"Surgery",14981,"Yes",94.71,1857,4.28,96210,0.84,20.78
"Nigeria",2020,"Hypertension","Autoimmune",6.63,3.59,1.72,"Young Adult","Male",575064,63.28,4.65,3.69,"Surgery",35009,"Yes",64.79,4627,6.42,69008,0.74,21.62
"Italy",2020,"Dengue","Chronic",18.28,5.72,5.67,"Senior","Female",884647,90.9,4.29,2.94,"Surgery",25141,"Yes",61.77,2090,2.75,90040,0.88,41.01
"South Africa",2023,"HIV/AIDS","Bacterial",10.91,6.24,2.07,"Child","Male",505015,86.02,0.86,5.47,"Vaccination",42167,"Yes",92.49,3072,8.7,13302,0.87,66.27
"Japan",2023,"Hypertension","Viral",1.87,1.17,3.92,"Young Adult","Other",457717,63.26,4.72,1.2,"Therapy",33969,"Yes",73.93,1196,9.14,89863,0.71,63.22
"Mexico",2023,"Ebola","Genetic",14.95,11.29,1.74,"Senior","Female",877762,61.55,3.79,5.92,"Surgery",26655,"Yes",81.97,2876,6.81,43446,0.6,43.36
"France",2020,"Polio","Metabolic",14.42,3.62,4.42,"Young Adult","Female",981441,87.71,3.55,6.25,"Therapy",17409,"Yes",84.86,2500,6.95,31860,0.66,27.27
"South Africa",2021,"Rabies","Bacterial",11.08,9.14,0.34,"Young Adult","Male",587206,98.62,0.89,3.19,"Surgery",39688,"Yes",81.77,2055,4.94,10253,0.6,51.29
"Russia",2024,"Polio","Genetic",7.96,14.09,3.35,"Senior","Female",727515,55.47,2.29,8.07,"Medication",37553,"No",76.48,1333,3.53,91707,0.78,89.42
"USA",2021,"Asthma","Cardiovascular",11.12,5.61,0.22,"Child","Other",245859,97.28,4.6,2.99,"Medication",8020,"No",83.76,3409,0.6,787,0.55,61.29
"Russia",2024,"Parkinson's Disease","Parasitic",6,10.825,7.29,"Adult","Male",503065,86.1,3.58,9.53,"Surgery",12181,"No",92.94,589,2.08,53073,0.65,89.56
"Argentina",2022,"Tuberculosis","Viral",8.81,9.23,5.79,"Senior","Female",106768,82.15,4.75,7.09,"Surgery",15727,"No",86.16,1605,3.31,92788,0.86,47.83
"Brazil",2021,"HIV/AIDS","Bacterial",17.66,7.38,1.58,"Adult","Female",279227,98.3,3.21,4.89,"Therapy",14515,"No",95.65,4575,7.63,89877,0.58,69.12
"Nigeria",2021,"Polio","Viral",1.32,12.48,2.31,"Young Adult","Male",46005,81.65,4.61,0.75,"Surgery",21654,"No",95.67,1417,2.23,66897,0.54,83.35
"China",2022,"Polio","Infectious",5.29,14.1,3.67,"Young Adult","Male",651822,78.67,4.4,7.02,"Therapy",4417,"Yes",56.86,2009,1.37,3485,0.86,54.16
"Japan",2024,"Ebola","Chronic",1.7,2.45,1.72,"Child","Female",4036,89.57,1.44,9.8,"Therapy",31646,"Yes",98.27,540,1.31,73725,0.67,41.74
"Italy",2023,"Ebola","Autoimmune",4.03,11.93,7.36,"Young Adult","Male",786005,62.85,1.79,3.9,"Medication",21901,"Yes",71,1670,6.61,71632,0.62,51.74
"USA",2024,"HIV/AIDS","Respiratory",12.59,1.25,6.96,"Child","Male",957592,88.02,3.93,1.3,"Surgery",123,"Yes",71.98,2687,2.01,84691,0.73,61.1
"France",2024,"Malaria","Autoimmune",3.95,12.57,4.4,"Child","Male",707006,86.89,4.92,0.94,"Vaccination",43501,"Yes",90.75,2290,9.5,63110,0.61,54.98
"Nigeria",2022,"Rabies","Genetic",2.57,9.53,9.75,"Young Adult","Male",154693,82.66,3.86,1.1,"Surgery",26885,"No",82.45,3902,0.92,37764,0.71,83.62
"Saudi Arabia",2020,"Ebola","Viral",17.85,5.1,4.07,"Child","Female",283998,67,1.9,4.68,"Medication",2339,"No",58.25,2877,0.1,19992,0.88,37.96
"South Africa",2023,"Hypertension","Metabolic",4.72,13.03,5.59,"Young Adult","Other",853588,75.4694444444444,0.88,7.73,"Medication",38767,"Yes",66.07,391,1.31,84860,0.7,34.71
"UK",2022,"Asthma","Neurological",2.17,12.24,2.65,"Adult","Other",840073,65.44,3.65,6.59,"Medication",11192,"No",80.39,3514,2.91,11161,0.44,58.03
"UK",2020,"COVID-19","Infectious",2.4,5.01,0.16,"Senior","Other",53601,87.13,2.56,0.8,"Surgery",22252,"Yes",82.19,3068,4.86,90619,0.64,24.01
"Brazil",2020,"Hypertension","Metabolic",16.89,0.16,4.07,"Senior","Other",976292,57.62,3.62,8.96,"Therapy",9982,"Yes",63.99,2688,3.51,91091,0.8,87.61
"India",2021,"Malaria","Parasitic",1.2,8.42,7.17,"Child","Male",906128,98.14,2.62,7.75,"Medication",34716,"Yes",63.08,25,9.52,72352,0.68,45.58
"USA",2023,"Leprosy","Autoimmune",10.23,6.83,0.98,"Child","Male",189764,74.47,3.67,4.16,"Vaccination",1072,"Yes",87.99,4465,6.56,31647,0.64,82.37
"Mexico",2021,"Dengue","Neurological",10.83,2.3,4.92,"Child","Female",398645,97.31,0.56,4.55,"Surgery",15089,"No",85.61,4288,3.5,29867,0.71,65.29
"India",2023,"Cancer","Genetic",16.43,12.16,0.66,"Young Adult","Other",709926,65.85,0.79,5.43,"Surgery",25463,"No",64.73,4962,5.77,69990,0.76,24.37
"Nigeria",2024,"Ebola","Genetic",19.11,5.74,9.39,"Young Adult","Other",424267,65.3,1.94,2.33,"Medication",29821,"Yes",67.74,1226,6.8,12972,0.8,49.71
"Brazil",2021,"Alzheimer's Disease","Parasitic",11.71,0.77,3.8,"Young Adult","Female",507768,64.99,4.3,4.04,"Medication",48156,"No",96.27,1980,8.25,83641,0.42,60.97
"Italy",2024,"Polio","Respiratory",2.43,10.62,6.84,"Young Adult","Male",282393,69.81,1.17,8.65,"Therapy",1462,"Yes",82.67,3245,1.26,97128,0.51,20.3
"USA",2020,"HIV/AIDS","Cardiovascular",5.47,0.95,6.83,"Senior","Female",228092,55.94,2.16,5.79,"Medication",16851,"No",67.15,445,3.15,30483,0.82,78.59
"Indonesia",2023,"Asthma","Autoimmune",17.4,1.57,6.58,"Senior","Female",886571,93.74,4.97,1.27,"Therapy",34026,"Yes",69.79,3185,5.41,92427,0.44,36.78
"Italy",2021,"Measles","Autoimmune",19.89,2.65,5.44,"Child","Female",505560,82.67,2.87,6.83,"Medication",47407,"Yes",92.18,3473,8.37,49016,0.87,51.02
"Nigeria",2022,"Measles","Genetic",19.32,9.77,1.4,"Senior","Female",615382,76.44,3.44,6.26,"Surgery",14827,"No",55.22,4648,9.25,88153,0.41,79.47
"South Africa",2024,"Leprosy","Neurological",7.1,6.78,4.23,"Adult","Male",847683,82.39,3.28,4.75,"Therapy",5181,"No",70.88,997,0.26,54475,0.43,49.37
"Australia",2022,"Parkinson's Disease","Respiratory",16.91,10.33,6.62,"Adult","Other",78699,56.34,2.4,4.8,"Surgery",23134,"Yes",67.93,2479,3.99,99999,0.71,61.2
"China",2023,"Alzheimer's Disease","Autoimmune",9.99,3.98,0.71,"Senior","Other",451446,57.52,0.69,5.39,"Vaccination",24956,"No",89.5,1741,6.89,34473,0.76,67.13
"Italy",2022,"Cholera","Respiratory",19.48,11.92,7.98,"Young Adult","Other",381662,64.48,4.48,4.83,"Therapy",22828,"Yes",86.07,2348,9.17,20005,0.81,60.34
"Germany",2020,"Parkinson's Disease","Chronic",16.57,8.31,1.56,"Young Adult","Other",431770,96.51,4.06,2.32,"Vaccination",4534,"No",71.76,4536,2.17,37646,0.75,40.24
"Brazil",2024,"Alzheimer's Disease","Cardiovascular",19.3,9.9,3.42,"Senior","Other",122104,67.53,4.66,9.17,"Therapy",46907,"No",93.67,4245,8.28,52862,0.85,80.95
"Japan",2022,"Cholera","Chronic",8.23,12.69,2.61,"Young Adult","Male",585081,87.51,0.9,5.42659574468085,"Therapy",37179,"No",95.46,2550,7.94,16638,0.51,49.03
"France",2023,"Asthma","Neurological",5.68,13.9,1.51,"Senior","Female",341128,78.39,3.61,6.93,"Therapy",32707,"No",72.1,906,9.92,55628,0.67,77.89
"Turkey",2020,"COVID-19","Neurological",9.69,10.55,4.835,"Child","Female",740419,73.9830943396226,0.81,8.09,"Medication",32894,"No",59.57,1544,9.76,32261,0.67,33.65
"France",2024,"Measles","Autoimmune",6.38,11.56,3.84,"Adult","Female",350731,73.64,1.01,9.97,"Vaccination",19581,"Yes",87.21,3626,6.15,93724,0.7,73.09
"Turkey",2022,"Malaria","Respiratory",9.91,8.9,4.12,"Adult","Male",228246,65.08,0.63,5.89,"Therapy",32050,"Yes",61.31,4221,1.91,56842,0.8,34.13
"Indonesia",2020,"Asthma","Parasitic",7.26,8.89,5.64,"Adult","Male",364580,59.86,4.69,7.54,"Vaccination",32169,"No",56.24,1080,7.24,90503,0.43,56.26
"India",2020,"Influenza","Cardiovascular",4.94,10.26,2.69,"Adult","Male",305752,98.53,3.22,2.68,"Vaccination",26798,"Yes",78.96,2696,2.9,28060,0.64,74.37
"Australia",2020,"Cancer","Chronic",19.68,12.46,1.67,"Senior","Male",341573,92.43,3.51,2.6,"Medication",3295,"No",88.48,1051,5.05,90375,0.72,75.5
"Russia",2020,"COVID-19","Genetic",14.32,2.47,3.47,"Child","Male",987609,64.09,2.67,3.19,"Surgery",27085,"No",88.94,470,8.13,28553,0.52,77.71
"South Korea",2024,"HIV/AIDS","Bacterial",0.8,12.82,0.99,"Adult","Male",745848,96.41,2.95,4.18,"Vaccination",4276,"Yes",73.07,835,3.02,27078,0.79,52.32
"Indonesia",2023,"Dengue","Autoimmune",7.31,2.42,2.8,"Adult","Male",731605,99.06,1.11,3.6,"Vaccination",17213,"Yes",55.57,194,0.22,42835,0.86,77.06
"India",2022,"Hypertension","Infectious",11.24,7.88,5.43,"Adult","Male",895677,80.67,3.83,4.9,"Surgery",10804,"No",70.27,3335,7.39,7041,0.55,24.22
"South Africa",2023,"Leprosy","Bacterial",1.42,13.96,3.25,"Adult","Male",403669,64.26,1.51,4.63,"Therapy",5309,"Yes",97.49,3008,4.63,45092,0.4,60.31
"Argentina",2024,"Leprosy","Chronic",1.64,12.13,2.17,"Adult","Male",952374,93.98,1.98,6.05,"Surgery",26232,"Yes",80.68,4724,6.96,43219,0.58,38.33
"Nigeria",2024,"Measles","Viral",15.85,4.32,9.46,"Senior","Male",547420,98.92,4.69,0.64,"Vaccination",23583.8333333333,"Yes",91.11,1512,3.22,35674,0.63,76.45
"Italy",2023,"Cholera","Chronic",0.67,3.8,8.98,"Young Adult","Female",710870,86.52,3.62,0.78,"Vaccination",17388,"Yes",94.76,1237,5.84,67739,0.62,67.99
"Germany",2023,"Leprosy","Autoimmune",15.42,11.04,9.6,"Senior","Male",709430,55.47,1.07,4.3,"Surgery",45054,"Yes",81.91,2904,2.64,99888,0.43,68.88
"Russia",2024,"Rabies","Infectious",3.69,8.86,6.28,"Child","Male",282755,84.19,4.87,5.49,"Medication",2540,"Yes",65.4,3942,3.36,48864,0.7,81.86
"Brazil",2020,"Ebola","Cardiovascular",8.65,2.95,5.18,"Child","Male",567502,99.53,2.75114754098361,9.57,"Vaccination",43824,"No",82.61,3275,0.06,50872,0.46,51.28
"Australia",2021,"Leprosy","Viral",2.02,7.56,7.08,"Young Adult","Female",230428,82.38,2.93,7.3,"Vaccination",16565,"No",98.01,4554,5.83,35332,0.78,61.19
"India",2021,"Tuberculosis","Infectious",12.18,12.38,2.27,"Young Adult","Other",869774,64.48,4.84,2.63,"Medication",36630,"Yes",53.73,2205,0.61,95476,0.7,27.26
"France",2024,"HIV/AIDS","Neurological",11.48,8.15,6.19,"Young Adult","Female",710901,92.55,4.58,3.21,"Vaccination",32325,"Yes",98.23,1017,0.67,95215,0.76,56.49
"France",2024,"Hepatitis","Cardiovascular",11.68,10.21,1.56,"Senior","Female",938327,99.47,2.09,6.45,"Surgery",2689,"No",97.09,1401,5.19,97072,0.43,37.17
"France",2022,"Measles","Autoimmune",7.02,3.75,5.99,"Senior","Female",69664,81.09,4.17,2.99,"Vaccination",48106,"Yes",53.4,3243,1.88,93281,0.59,24.9
"France",2024,"Hepatitis","Bacterial",13.83,11.34,8.94,"Adult","Male",104140,90.14,0.78,7.81,"Surgery",20814,"No",51.18,4826,1.68,38901,0.66,57.86
"USA",2023,"Ebola","Viral",3.84,0.76,2.94,"Young Adult","Other",722709,87.71,2.79,2.93,"Therapy",16620,"No",62.25,509,9.79,66347,0.82,48.19
"Nigeria",2022,"Alzheimer's Disease","Infectious",5.78,11.7,0.53,"Adult","Male",865393,99.57,3.04,2.41,"Therapy",16959,"No",89.86,2913,5.21,81874,0.82,87.77
"Argentina",2023,"Measles","Infectious",8.57,13.07,6.88,"Child","Male",202159,98.87,2.47,2.06,"Medication",10495,"Yes",55.04,1844,2.32,28526,0.49,79.5
"Argentina",2023,"Leprosy","Cardiovascular",3.45,0.66,5.5,"Child","Female",974862,70.33,3.46,5.26,"Vaccination",6012,"No",89.98,4299,8.48,7204,0.47,53.08
"India",2022,"Malaria","Parasitic",2.92,1.93,8.4,"Young Adult","Female",583895,75.09,4.71,7.62,"Therapy",11982,"Yes",89.57,1872,6.24,66127,0.48,27.69
"Brazil",2022,"Polio","Metabolic",12.2,2.83,5.1,"Adult","Male",886995,56.98,4.79,9.55,"Vaccination",49398,"Yes",87.76,95,1.85,59177,0.66,80.58
"UK",2021,"Polio","Chronic",11.46,7.21,10,"Young Adult","Other",230478,86.4,4.59,6.3,"Medication",10755,"No",60.21,458,3.52,47839,0.44,65.58
"USA",2021,"Parkinson's Disease","Cardiovascular",2.02,7.22,0.83,"Adult","Other",763738,62.89,3.43,6.08,"Medication",47749,"Yes",63.59,3068,3.25,34693,0.52,28.37
"UK",2023,"Hepatitis","Metabolic",7.78,0.32,9.03,"Adult","Female",741291,53.44,3.97,3.44,"Vaccination",7644,"No",85.96,3769,4.82,50682,0.78,71.67
"Indonesia",2024,"HIV/AIDS","Neurological",18.04,13.94,0.69,"Young Adult","Male",821911,85.64,1.16,5.79,"Vaccination",46423,"Yes",96.82,2182,5.79,83515,0.57,55.11
"Australia",2024,"Measles","Neurological",4.94,4.69,4.01,"Young Adult","Male",804471,66.91,2.78,3.47,"Vaccination",38302,"No",78.47,2573,4.89,86101,0.42,72.85
"Argentina",2020,"Dengue","Metabolic",17.85,9.61,9.24,"Senior","Male",409822,99.94,2.86,5.75,"Therapy",489,"Yes",87.23,2169,3.04,42286,0.48,32.91
"Canada",2023,"Malaria","Respiratory",8.4,0.18,3,"Senior","Female",572014,74.55,4.45,5.33,"Therapy",9966,"No",50.78,172,1.94,25455,0.49,20.65
"South Africa",2020,"Diabetes","Chronic",4.24,11.44,4.6,"Senior","Female",193129,81.66,0.66,1.74,"Vaccination",1521,"Yes",90.85,1879,4.01,4358,0.74,63.64
"Canada",2023,"Polio","Infectious",13.69,13.77,1.56,"Child","Female",909559,83.11,0.81,3.8,"Surgery",15828,"No",59.85,2835,5.53,59472,0.57,43.82
"Nigeria",2021,"Hepatitis","Neurological",10.55,4.93,7.34,"Young Adult","Other",611431,67.07,3.23,9.48,"Therapy",19972,"No",55.09,4355,4.74,24718,0.41,62.1
"South Korea",2022,"Polio","Neurological",17.68,2.28,5.5,"Senior","Male",6378,96.9,2.73,3.24,"Medication",28982,"No",79.48,778,1.96,93080,0.85,87.63
"Turkey",2022,"Hepatitis","Parasitic",18.44,4.33,7.23,"Young Adult","Female",139962,88.08,4.19,3.77,"Medication",30684,"Yes",70.93,2442,1.16,68178,0.55,65.74
"Canada",2020,"Alzheimer's Disease","Bacterial",3.87,14.55,9.81,"Senior","Female",900299,90.32,1.96,3.5,"Vaccination",28326,"No",95.64,3337,7.84,90133,0.57,79.19
"Italy",2021,"Diabetes","Cardiovascular",3.55,2.95,2.64,"Child","Other",215116,56.65,2.34,3.36,"Vaccination",35119,"No",84.79,1741,9.77,82932,0.56,34.46
"India",2020,"HIV/AIDS","Viral",0.26,10.95,1.05,"Child","Female",316052,75.9717441860465,3.08,2.28,"Surgery",33035,"No",80.58,460,5.94,3159,0.63,75.35
"Germany",2022,"HIV/AIDS","Genetic",14.44,1.46,8.43,"Child","Male",190351,80.38,1.28,4.59,"Surgery",35332,"No",56.63,1094,9.95,66195,0.62,27.61
"Russia",2020,"Dengue","Viral",19.3,11.28,3.48,"Child","Male",826788,55.06,0.79,6.7,"Surgery",37421,"Yes",51.48,4437,4.34,49629,0.84,62.45
"China",2022,"Measles","Respiratory",17.5,2.28,3.75,"Adult","Male",205512,76.69,3.57,1.09,"Surgery",1,"No",69.06,330,7.74,48625,0.49,21.39
"UK",2022,"Dengue","Parasitic",12.92,12.58,7.62,"Child","Male",394313,75.5955797101449,1.62,4.66,"Medication",3188,"No",89.26,29,9.69,95439,0.86,56.0044230769231
"Mexico",2020,"Malaria","Bacterial",12.82,4.84,6.54,"Adult","Female",630700,94.46,1.1,4.63,"Therapy",26130,"No",70.7,3327,4.52,42625,0.79,25.38
"Germany",2024,"Measles","Chronic",0.13,6.28,2.97,"Senior","Other",909645,99.51,0.78,9.82,"Medication",21998,"No",80.81,2616,1.87,59086,0.82,20.04
"UK",2022,"Zika","Neurological",7.28,3.4,6.86,"Young Adult","Other",189561,70.76,3.92,3.12,"Medication",4851,"No",93.26,3933,3.45,41257,0.59,25.26
"South Africa",2022,"Rabies","Viral",4.7,13.59,6.25,"Child","Other",274488,83.28,4.27,3.75,"Vaccination",9395,"No",63.67,3951,4.41,96842,0.76,25.21
"Russia",2023,"Alzheimer's Disease","Genetic",10.55,4.11,8.79,"Adult","Other",968253,78.75,1.23,2.83,"Therapy",5436,"Yes",56.29,3390,7.42,94483,0.58,67.17
"South Africa",2022,"Hepatitis","Bacterial",9.23,10.7,4.68,"Young Adult","Female",812742,98.39,1.55,4.41,"Therapy",11029,"Yes",83.93,4642,2.48,30560,0.4,73.74
"Italy",2023,"Ebola","Bacterial",13.78,2.04,1.37,"Child","Female",632190,89.58,4.93,5.65,"Medication",3181,"Yes",66.15,3145,9.71,12741,0.43,66.25
"UK",2021,"Polio","Genetic",9.63,7.9,5.3,"Adult","Male",739713,62.65,4.46,3.32,"Therapy",36830,"Yes",65.54,869,3.97,500667.7932,0.83,49.26
"South Africa",2023,"COVID-19","Metabolic",10.55,9.4,7.11,"Senior","Other",872506,79.31,2.54,2.99,"Surgery",28359,"Yes",85.95,2514,7.22,87988,0.51,73.69
"China",2021,"Asthma","Genetic",19.52,4.14,3.66,"Young Adult","Female",481533,81.03,4.55,5.9,"Vaccination",13408,"No",76.84,1678,9.09,99928,0.76,66.34
"Russia",2020,"Leprosy","Parasitic",19.74,4.4,7.21,"Young Adult","Female",911272,95.1,1.83,7.65,"Surgery",26577,"No",66.86,2790,8.13,54687,0.75,70.44
"Indonesia",2024,"Tuberculosis","Neurological",13.79,2.32,0.85,"Child","Male",19369,53.68,1.81,8.31,"Medication",18314,"No",65.52,131,0.74,95953,0.51,21.08
"Germany",2024,"Cancer","Viral",11.11,5.43,0.33,"Senior","Other",268331,62.96,4.61,1.09,"Therapy",6536,"Yes",68.85,675,2.5,38077,0.6,62.92
"Japan",2024,"Measles","Neurological",4.66,14.65,5.54,"Adult","Female",177441,85.76,2.08,3.07,"Therapy",45417,"No",51.37,3126,5.73,64630,0.52,41.72
"Saudi Arabia",2024,"Parkinson's Disease","Metabolic",4.31,6.92,9.68,"Adult","Male",455742,70.26,3.71,7.36,"Medication",40958,"No",69.39,4790,4.7,67940,0.47,43.99
"Indonesia",2024,"Cholera","Parasitic",1.94,7.46,5.39,"Senior","Male",483127,89.97,4.46,2.22,"Vaccination",49963,"Yes",74.53,846,5.03,21035,0.78,33.66
"Saudi Arabia",2021,"Asthma","Cardiovascular",9.53,2.41,6.45,"Young Adult","Male",158910,95.02,1.19,10,"Therapy",26176,"No",98.75,840,0.25,82396,0.79,54.282
"Brazil",2022,"Alzheimer's Disease","Bacterial",15.49,1.13,2.29,"Senior","Female",9895,61.56,1.22,3.11,"Surgery",43368,"No",56.25,1784,6.97,11894,0.67,22.15
"Germany",2024,"COVID-19","Chronic",18.73,10.69,7.59,"Adult","Other",330969,73.1,4.43,4.82,"Surgery",4534,"No",61.87,2629,4.01,8624,0.89,20.53
"Germany",2021,"Diabetes","Metabolic",15.06,0.71,0.52,"Child","Female",454726,84.4,1.73,9.26,"Medication",43136,"Yes",74.25,677,0.96,68299,0.54,68.83
"South Korea",2024,"Rabies","Chronic",15.62,8.15,7.49,"Senior","Female",730188,59.3,5,5.08,"Vaccination",38289,"No",66.44,1031,4.13,54305,0.79,28.52
"Japan",2022,"Ebola","Genetic",12.4,5.75,7.02,"Adult","Male",556995,66.37,1.15,2.01,"Therapy",10008,"Yes",94.98,3697,3.64,66641,0.59,24.62
"Russia",2021,"Cholera","Respiratory",0.66,9.76,4.99,"Young Adult","Male",349683,50.06,4.24,6.47,"Surgery",3754,"Yes",72.32,2786,2.89,63299,0.58,33.78
"Mexico",2020,"Cholera","Bacterial",9.19,14.05,3.71,"Young Adult","Male",107968,92.14,3.46,4.33,"Therapy",1318,"Yes",93.47,856,6.44,24019,0.43,29.86
"Germany",2024,"Tuberculosis","Chronic",3.56,7.95,4.51,"Adult","Male",659302,97.29,1.8,8.11,"Vaccination",2432,"No",86.26,1549,9.92,1771,0.63,80.81
"Germany",2024,"Malaria","Viral",19.74,4.58,0.44,"Young Adult","Male",155005,74.4015217391304,3.88,7.34,"Therapy",38206,"No",58.12,1946,2.53,84483,0.49,46.24
"Russia",2020,"Tuberculosis","Neurological",15.32,5.755,2.24,"Adult","Other",138682,91.99,2.26,5.7,"Vaccination",45022,"Yes",86.67,1262,1.59,30345,0.83,63.27
"UK",2020,"Influenza","Metabolic",5.18,9.03,0.93,"Senior","Male",813829,74.88,2,4.59,"Surgery",37995,"No",66.88,3928,3.73,19189,0.47,31.25
"Mexico",2020,"HIV/AIDS","Infectious",8.84,12.5,2.87,"Child","Other",915199,59.16,2.15,8.32,"Surgery",21558,"Yes",63.13,623,2.26,52913,0.69,47.97
"Germany",2021,"Alzheimer's Disease","Genetic",3.55,1.62,0.93,"Child","Male",640840,55.45,0.6,4.66,"Therapy",48840,"No",94.96,909,0.36,93080,0.58,32
"France",2023,"Leprosy","Chronic",11.73,3.29,7.29,"Young Adult","Male",177818,53.71,3.65,8.35,"Surgery",45000,"No",69.36,55,7.92,1894,0.85,75.38
"Turkey",2021,"Measles","Metabolic",10.18,11.59,6.81,"Senior","Female",85780,67.21,1.41,2.24,"Therapy",37795,"No",91.6,4568,3.26,84192,0.46,83.63
"India",2023,"Tuberculosis","Bacterial",8.41,7.81,9,"Child","Male",853651,86.85,2.1,0.88,"Surgery",2296,"No",61.56,1880,8.73,96958,0.81,23.98
"Argentina",2021,"Influenza","Genetic",1.96,8.78,4.19,"Child","Female",330164,91.28,0.98,8.65,"Vaccination",46658,"No",91.88,4376,7.31,86581,0.77,56.85
"Australia",2021,"Cancer","Metabolic",5.28,0.81,9.15,"Young Adult","Female",73713,80.6,3.57,5.83539682539683,"Medication",46396,"No",51.71,4345,4.04,18516,0.69,88.75
"USA",2021,"Rabies","Chronic",4.08,14.17,4.95,"Child","Female",714885,68.19,1.58,2.93,"Medication",26676,"No",97.34,4166,6.74,27478,0.66,23.62
"France",2020,"Zika","Parasitic",5.01,12.99,1.2,"Young Adult","Male",901865,50.34,3.98,5.17833333333333,"Surgery",27028,"No",91.84,1839,1.93,49571,0.46,46.38
"Mexico",2023,"Cancer","Respiratory",0.36,2.31,6.22,"Senior","Male",368787,81.45,0.88,6.81,"Medication",19789,"Yes",76.77,4656,0.74,60167,0.45,86.58
"Saudi Arabia",2024,"Cancer","Viral",15.24,14.82,8.57,"Adult","Other",192103,98.11,2.48,1.48,"Vaccination",9229,"Yes",92.07,1702,7.23,6156,0.62,78.61
"Germany",2021,"Alzheimer's Disease","Bacterial",6.06,6.68,1.71,"Child","Male",697409,81.04,1.39,8.85,"Surgery",2922,"No",62.82,2990,1.99,47178,0.84,51.25
"France",2021,"Rabies","Parasitic",19,4.69,2.45,"Young Adult","Other",912947,50.92,1.64,7.21,"Vaccination",4663,"Yes",98.65,4567,0.51,96369,0.49,64.01
"Germany",2020,"Asthma","Infectious",17.15,13.36,9.03,"Young Adult","Female",845379,93.59,1.53,8.62,"Medication",3090,"No",66.56,1847,3.16,89947,0.52,80.7
"Saudi Arabia",2021,"Polio","Neurological",6.63,3.81,3.92,"Adult","Female",64979,77.02,3.35,6.6,"Vaccination",29602,"Yes",98.65,3885,9.2,91924,0.5,20.11
"Russia",2024,"Diabetes","Cardiovascular",15.55,1.96,3.13,"Adult","Male",377251,82.95,0.81,4.73,"Surgery",30372,"Yes",98.52,2922,8.3,43715,0.56,64.45
"Australia",2023,"Cholera","Autoimmune",10.88,1.58,6.09,"Adult","Female",325982,71.42,4.93,9.41,"Therapy",166,"Yes",77.69,1648,4.75,8935,0.69,20.65
"South Korea",2020,"Rabies","Metabolic",2.88,6.07,4.64,"Adult","Male",277578,80.11,2.78390243902439,7.55,"Surgery",40316,"No",82.96,176,8.93,5189,0.89,87.52
"Nigeria",2022,"Tuberculosis","Bacterial",13.98,4.14,1.47,"Senior","Male",329110,99.98,2.92,6.58,"Vaccination",45034,"Yes",80.72,2566,7.85,84430,0.49,33.9
