"country","year","disease_name","disease_category","prevalence_rate","incidence_rate","mortality_rate","age_group","gender","population_affected","healthcare_access","doctors_per_1000","hospital_beds_per_1000","treatment_type","average_treatment_cost_usd","availability_of_vaccines_treatment","recovery_rate","dal_ys","improvement_in_5_years","per_capita_income_usd","education_index","urbanization_rate"
7,2020,3,1,14.72,5.98,0.23,1,2,658351,51.12,3.14,4.14,0,29735,1,63.33,4099,4.26,52775,0.46,23.49
7,2020,13,4,2.42,12.49,8.75,0,1,28354,52.88,4.52,2.69,3,12018,1,62.87,2792,8.88,81829,0.47,37.51
4,2021,5,3,15.92,0.44,0.83,0,2,977005,52.72,1.09,5.88,2,7049,0,81.48,3129,8.32,5923,0.7,85.52
0,2020,14,8,4.99,1.18,4.97,1,1,19585,51.6,2.47,8.19,1,42471,1,54.36,3605,5.27,74508,0.64,88.22
4,2024,7,4,0.69,13.11,2.91,3,0,58960,88.51,1.22,8.31,0,29263,0,51.85,3145,5.91,98980,0.67,69.31
6,2022,3,8,11.16,13.6,3,2,2,377659,71.17,2.39,7.67,0,16018.81818,1,68.06,3196,0.44,24328,0.52,66.82
4,2022,4,7,18.95,14.69,0.25,3,2,497413,87.34,3.94,5.48,1,37219,1,75.21,2457,8.61,58951,0.68,71.04
7,2022,1,3,7.3,1.96,5.16,2,2,34527,75.35,3.28,8.98,2,40324,0,66,627,3.42,83102,0.46,21.31
6,2021,0,1,1.2,3.64,4.97,3,2,702226,97.96,2.915454545,7.15,1,7007,1,88.26,265,3.04,29319,0.64,26.11
6,2023,10,2,3.81,0.99,3.11,2,1,105484,87.04,4.36,1,0,8492,0,66.81,143,0.81,5557,0.51,35.14
6,2020,15,2,12.41,5.05,8.72,1,1,426645,66.2,2.83,6.41,1,21605,0,66.25,4699,8.61,3704,0.69,23.51
4,2021,12,1,5.7,9.31,3.95,0,2,878652,57.31,4.31,8.67,1,6927,0,77.47,21,7.05,35874,0.64,62.2
7,2024,14,9,11.04,12.83,9.41,2,0,958088,95.75,1.87,4.73,0,23977,1,90.89,4296,6.67,32660,0.59,22.07
5,2022,16,1,0.95,3.09,7,1,0,955080,84.42,1.34,5.5,0,20468,0,98.05,3615,2.98,35114,0.57,49.78
3,2023,16,6,9.55,4.44,9.24,3,2,242987,52.66,2.08,4.09,1,7309,0,89.14,2124,7.07,58360,0.63,62.8
3,2020,6,9,2.78,12.78,0.13,2,0,2271,78.15,1.71,7.94,2,12706,1,82.24,4253,9.5,3470,0.9,50.77
0,2024,9,5,9.66,11.59,7.89,2,2,714122,57.75,2.81,0.87,2,43284,1,70.93,4942,7,15207,0.8,44.71
1,2020,13,5,12.45,12.01,9.11,2,1,531199,75.4,2.68,4.75,0,6921,0,58.03,1035,9.53,33732,0.82,31.47
0,2021,8,8,16.55,9.58,2.34,3,1,461823,84.82,1.94,9.09,3,12271,1,82.91,2834,8.51,585,0.45,79.71
0,2020,3,0,16.96,8.56,4.74,1,0,21169,98.58,3.57,1.04,3,38212,1,57.76,2726,2.14,35304,0.44,54.2
6,2024,0,2,8.84,14.55,1.24,0,2,198203,84.33,1.68,2.96,3,27082,0,62.23,58,9.82,21604,0.65,20.33
5,2023,11,10,17.67,5.92,5.98,0,2,998246,79.59,1.26,6.1,1,48044,0,79.77,2325,1.45,24387,0.57,38.48
1,2021,1,9,16.76,6.35,5.23,0,0,663128,61.55,3.94,3.7,3,32166,0,58.59,4924,6.27,54724,0.88,78.35
6,2020,18,5,2.37,5.02,5.42,0,2,338335,79.79,2.08,9.47,0,36850,0,90.1,813,2.94,42687,0.82,57.72
3,2021,7,6,19.17,10.98,3.6,3,0,635539,66.9,3.28,1.83,0,36169,0,89.86,4442,6.3,64057,0.64,55.84236111
3,2020,18,10,1.9,6.46,4.66,3,1,621930,88.6,3.13,1.96,2,45458,1,85.06,1985,5.58,82988,0.52,51.6
6,2021,9,4,14.27,11.09,5.33,3,0,543940,73.92,2.51,2.66,3,47709,0,69.13,266,2.03,69022,0.84,79.85
0,2024,19,0,0.79,3.76,1.76,3,0,834292,74.14046901,0.8,2.87,0,23281,0,81.48,617,9.23,70855,0.87,66.89
2,2024,19,4,16.13,10.78,2.27,3,1,704420,88.72,1.47,4.96,1,28819,1,53.51,2534,1.88,85025,0.46,89.94
1,2020,2,3,1.54,11.09,8.23,2,2,285682,53.21,2.44,6.33,1,10508,1,81.52,116,3.98,43566,0.7,29.16
6,2022,1,9,15.32,11.41,5.02,2,0,726389,94.64,2.19,5.12,1,37252,1,51.7,440,1.14,95442,0.79,20.14
5,2024,10,4,17.02,5.26,4.74,3,1,338646,53.27,4.9,3.46,0,32334,1,87.21,4779,6.26,91490,0.89,77.98
5,2023,10,9,0.65,14.95,9.94,0,0,881526,73.32,3.38,6.22,0,36412,1,61.54,4712,9.66,72970,0.56,53.7
5,2021,12,9,14.72,0.81,0.26,2,1,584003,74.83,1.25,2.18,2,37665,0,73.62,3521,5.97,50728,0.54,31.18
2,2021,8,0,6.38,11.99,2.22,2,1,954776,69.3,2.72,5.08,1,33653,0,79.87,3074,2.11,95696,0.66,82.82
5,2021,8,2,14.92,10,6.36,1,0,267166,65.84,2.28,1.14,1,45280,0,82.98,4888,5.26,17489,0.68,69.93
3,2022,6,5,8.16,1.19,9.35,1,2,486548,87.85,3.53,0.5,2,19198,1,61.69,3028,4.49,63085,0.58,67.9
0,2023,3,0,13.05,6.63,3.25,2,1,792784,90.16,4.14,4.14,0,27920,0,58.35,3234,3.88,32685,0.45,62.62
5,2022,10,10,8.56,12.11,5.57,2,1,617602,69,3.23,5.72,3,33373,1,82.08,1268,9.06,12960,0.67,41.42
6,2021,17,8,16.9,7.48,2.89,1,2,608214,66.16,1.19,8.04,2,42571,1,68.11,4476,6.45,61573,0.73,86.36
0,2022,16,9,14.69,10.69,3.96,0,0,184412,74.14046901,3.4,9.05,0,7197,1,85.4,597,6.94,79779,0.73,53.83
1,2022,16,2,11.64,14.75,2.51,3,2,424207,90.57,4.97,5.58,0,22368,0,65.81,4809,3.04,81453,0.66,82.38
6,2023,2,4,18.4,14.4,8,3,2,625514,93.75,4.39,4.84,3,25351,1,93.22,3495,3.98,61870,0.69,43.22
7,2022,8,10,5.57,0.65,8.5,2,1,322995,96.84,3.85,4.13,0,23855,0,78.44,2906,5.2,2727,0.73,42.45
3,2022,7,1,5.43,12.92,3.44,0,0,249177,93.47,1.65,5.57,1,31205,1,54.43,3155,0.67,5578,0.77,55.12
7,2021,17,3,4.08,14.17,4.95,0,0,714885,68.19,1.58,2.93,0,26676,0,97.34,4166,6.74,27478,0.66,23.62
2,2022,9,2,0.25,12.32,1.35,1,0,870607,99.54,2.85,1.66,1,29373,1,73.75,2332,3.96,31165,0.42,67.32
7,2024,12,3,8.14,6.43,4.95,0,0,297323,77.33,2.13,1.6,2,3431,0,52.34,4565,7.35,12389,0.52,45.31
5,2020,6,4,9.85,4.17,7.64,1,0,559765,56.68,3.81,2.82,1,7184,0,58.26,1314,3.06,35574,0.82,51.04
6,2024,15,6,7.67,5.79,6.44,3,0,461325,91.83,3.49,0.88,0,11721,1,92.29,1788,5.69,94300,0.88,89.64
4,2024,9,0,18.3,12.81,0.25,1,1,561511,92.98,0.59,2.97,3,22561,1,83.55,2495,1.23,77954,0.71,77.15
1,2024,6,3,7.4,1.38,6.56,1,0,57537,63.22,3.98,4.15,0,20147,1,62.63,1336,3.48,29598,0.5,77.34
4,2024,4,8,0.68,0.92,7.55,2,0,287678,63.81,1.12,2.64,2,45887,0,53.05,1920,3.95,36113,0.58,65.63
0,2022,18,0,1.59,6.28,4.85,3,2,266220,83.63,4.33,9.3,2,12060.25,0,97.77,1834,5.91,76448,0.45,45.23
2,2020,7,6,17.54,13.65,5.25,2,0,690851,88.83,0.82,9.48,2,28979,0,91.27,1891,9.84,24420,0.64,56.53
3,2024,16,5,8.75,5.44,2.42,3,2,718905,78.36,2.55,1.42,1,35439,1,64.34,1203,7.14,84891,0.68,26.6
7,2022,15,5,0.47,10.75,7.53,0,1,912491,83.26,4.97,3.65,0,43896,0,73.35,444,8.03,29199,0.87,50.26
1,2021,1,4,0.94,9.13,4.54,0,0,69089,56.85,2.92,3.66,1,46510,0,62.79,3762,1.05,33694,0.48,69.67
3,2020,6,9,7.95,4.99,9.78,2,2,34356,83.77,1.79,1.66,0,29310,1,68.24,4232,1.81,92494,0.52,78.16
5,2021,16,10,6.68,3.26,8.15,3,0,160942,75.02386018,2.66,0.57,0,34232,1,76.26,4010,6.18,3908,0.41,74.6
0,2020,13,9,6.75,0.91,4.88,0,2,885865,83.79,1.12,0.51,1,329,1,77.39,147,4.96,55392,0.82,75.21
3,2022,1,3,16.3,8.55,8.3,1,2,526862,78.52,3.57,7.06,3,16899,1,89.26,4893,5.94,16437,0.69,22.31
3,2023,8,10,7.3,4.96,5.52,2,0,28818,74.45,0.61,0.96,0,17182,0,98.27,1316,1.74,3850,0.48,77.7
3,2023,18,7,7.57,1.34,3.86,1,0,990066,71.38,0.83,9.43,2,3125,1,81.64,670,9.66,55095,0.57,55.49
2,2023,7,0,9.74,10.58,1.07,2,1,81406,76.14,2,8.14,3,21904,0,86.11,3146,1.67,2027,0.63,70.43
2,2023,14,6,5.95,14.57,9.6,2,0,737384,63.57,0.5,3.92,1,386,1,96.46,3430,2.79,76571,0.81,47.24
6,2022,10,7,7.71,7.59,2.29,1,2,379098,76.95,0.95,5.166859504,1,34395,0,88.53,3138,8.98,71249,0.75,32.23
4,2021,1,0,8.09,5.92,7.26,1,0,930155,56.02,3.43,4.63,2,8916,0,58.02,1636,2.94,13829,0.59,47.83
2,2022,13,8,13.18,14.61,9.75,0,2,569776,90.03,4.57,6.4,1,27008,0,67.7,3045,3.99,35796,0.72,85.02
3,2021,0,1,13.54,9.96,0.15,2,0,220552,68.15,1.76,5.51,3,22450,0,68.2,487,4.39,92242,0.72,55.39
7,2022,8,1,0.6,13.25,8.27,3,2,875191,99.43,2.26,6.59,0,44255,0,96.73,4237,7.89,95055,0.51,50.2
7,2020,5,8,17.28,14.65,1.65,1,2,974403,88.31,0.77,5.06,0,32074,0,54.3,4801,9.58,80373,0.67,75.01
4,2024,4,7,11.15,10.07,5.26,3,0,332008,61.24,3.44,4.67,1,23335,0,94.42,2917,5.52,95086,0.71,47.63
6,2024,2,7,16.82,11.06,7.49,3,1,793289,57.85,4.2,0.81,2,42418,0,80.32,2152,7.71,99238,0.42,44.4
5,2023,9,8,6.86,7.12,8.19,2,0,491525,60.57,4.1,9.6,3,27436,1,54.4,1209,5.18,42139,0.01,29.6
6,2024,11,2,17.9,4.6,0.31,1,2,456060,54.33,4.71,9.81,1,22755,0,75.07,895,1.36,92807,0.55,31.74
0,2020,5,3,17.58,5.39,7.95,2,2,42625,51.87,4.65,1.51,2,3354,0,67.53,4175,4.11,93699,0.86,33.45
1,2024,12,9,3.74,11.62,2.34,3,1,965599,93.76,3.84,4.7,1,35047,1,94.96,954,2.01,89076,0.83,61.33
5,2023,0,1,14.54,10.51,7.37,0,0,677145,63.03,1.54,7.63,2,32591,1,88.83,4804,8.16,27422,0.61,40.89
7,2022,13,0,12.39,9.99,3.98,0,2,196424,92.39,1.36,8.98,0,34297,1,50.11,1300,8.16,13368,0.76,78.25
4,2022,19,7,11.61,3.61,6.37,2,0,756524,72.36,4.99,6.99,0,16294,0,71.32,3043,7.95,89519,0.63,77.45
1,2022,8,4,16.01,8.14,9.73,0,1,984490,86.54,3.04,6.02,2,31551,1,75.45,4403,6.45,45484,0.53,38.48
7,2021,13,2,4.94,13.68,7.05,1,2,217220,90.6,4.91,2.16,1,16355,1,71.01,855,2.39,22743,0.73,25.65
6,2024,14,7,0.11,5.31,8.35,0,2,554852,68.01,2.09,2.7,3,33284,0,66.41,1120,7.94,39025,0.86,66.21
5,2024,13,4,12.12,11.3,9.62,2,1,35485,96.59,0.53,5.88,3,1,0,79.61,687,9.63,3420,0.67,29.29
2,2020,6,0,6.27,13.87,0.13,1,1,224244,78.6,4.47,3.74,0,35623,0,61.84,1765,6.7,35195,0.62,44.6
4,2024,9,4,15.51,11.93,9.12,2,1,387789,70.06,3.18,2.66,0,31282,1,95.77,2503,9.92,90538,0.58,42.52
0,2020,18,10,6.99,5.07,0.37,3,0,495714,91.87,0.78,2.14,2,32751,0,68.44,2216,6.33,24004,0.47,88.51
3,2023,14,8,15.03,9.64,9.58,1,1,525271,83.55,3.3,3.49,1,19779,0,60.72,1209,3.45,97259,0.78,28.35
6,2024,19,3,4.64,8.46,3.45,2,2,547119,65.51,2.62,2.62,2,40713,1,74.1,625,8.74,8440,0.63,24.09
4,2022,18,6,16.95,3.93,2.81,2,1,651959,70.43,2.07,6.6,1,21793,0,72.41,1789,2.03,15138,0.57,73.14
4,2024,0,1,7.67,10.24,3.48,0,0,353811,77.11,1.6,3.75,2,22812,1,61.11,1374,6.58,19593,0.71,68.7
3,2022,5,8,15.07,6.57,1.34,3,0,664486,79.28,4.59,3.58,3,8881,1,79.95,937,0.13,39716,0.41,77.48
3,2024,18,5,8.82,12.18,0.43,2,1,884008,74.16,1.75,9.85,1,7433,0,62.18,261,3.54,45816,0.49,85.35
3,2021,17,3,13.2,13.25,6.99,0,1,204089,73.94,3.56,2.74,0,31684,1,50.88,4890,0.89,68195,0.69,88.31
3,2022,18,2,19.95,10.18,7,3,2,121457,56.69,3.2,7.38,0,28197,0,56.08,1470,5.73,8852,0.63,81.98
5,2020,8,9,5.06,3.49,9.27,0,1,415288,99.92,3.2,3.78,2,24196,0,64.49,4801,5.16,93662,0.46,65.88
5,2024,5,3,4.52,2.05,9,2,1,951659,70.38,0.78,4.91,3,21920,1,55.67,3759,9.13,13990,0.66,54.15
6,2021,0,10,2.71,0.79,1.19,2,0,205725,56.03,4.36,3.33,2,41945,0,82.35,387,5.9,24406,0.53,41.64
7,2023,5,4,13.14,1.55,5.78,2,1,949264,77.11,3.59,5.19,3,28084,0,92.82,333,2.13,70217,0.76,69.82
0,2024,9,7,4.26,10.13,9.2,2,0,878902,98.72,2.35,1.03,0,14010,0,82.09,4481,6.72,38416,0.65,55.92880952
3,2022,1,6,9.3,1.28,2.21,2,0,455844,92.63,3.65,1.95,1,4107,1,84.47,3587,5.1,71274,0.65,70.35
2,2022,14,1,1.04,10.26,5.41,0,1,161926,63.6,4.44,3.16,2,20223,1,97.13,857,6.33,66776,0.75,55.26
6,2021,14,1,7.8,12.26,1.39,3,0,640933,74.90659733,3.07,6.04,1,42388,0,52.91,2749,1,95594,0.4,55.59
5,2021,4,7,0.63,14.02,6.92,2,0,315695,82.88,3.36,6.78,3,38724,1,86.77,491,4.62,64114,0.42,49.83
5,2022,19,8,6.4,6.77,2.46,1,1,115861,88.95,1.38,1.51,3,41166,0,84.25,2398,6.37,44270,0.65,38.29
3,2022,0,7,2.01,10.89,5.66,2,2,754595,87.81,0.63,2.48,2,38256,1,70.51,950,5.96,24487,0.68,25.87
0,2021,12,9,11.65,2.07,0.44,2,0,229910,69.71,3.01,6.75,3,42897,0,55.16,4024,7.28,71249,0.71,35.39
2,2022,12,5,12.9,12.81,0.49,1,0,923545,95.78,0.79,3.87,1,27840,1,87.5,2932,1.18,85006,0.9,38.28
1,2020,18,7,4.35,14.27,2.39,2,2,895600,63.2,2.857565217,9.52,1,41117,0,79.91,2634,6.44,5932,0.42,38.36
4,2023,18,10,17.41,5.48,7.72,0,1,805518,79.68,2,4.68,2,27961,0,90.15,3563,2.81,60616,0.51,49.62
5,2024,10,3,18.01,0.26,5.89,1,0,111939,68.55,0.85,9.66,3,17430,0,75.28,2400,0.1,73561,0.88,22.91
4,2024,9,2,10.23,5.94,9.92,3,1,445121,71.58,1.02,6.51,0,27328,1,71.73,1552,9.23,65628,0.69,88.84
2,2024,3,6,2.17,1.97,4.93,1,2,989332,79.91,1.74,4.43,0,5193,1,75.05,55,0.69,86505,0.67,46.71
5,2020,3,6,7.88,12.96,3.94,3,1,177019,73.35,2.64,7.7,0,33714,1,55.33,4115,4.63,89035,0.55,73.87
7,2024,5,6,12.34,2.61,3.75,1,1,811871,51.02,1.29,3.06,0,13528,1,65.36,1898,5.62,33252,0.6,47.82
7,2022,12,9,6.35,7.08,2.75,0,1,419449,86.91,1.6,6.57,0,30347,1,65.91,191,8.81,64725,0.7,60.65
5,2024,6,6,8.05,3.65,0.84,3,2,608274,60.19,3.99,8.88,2,13152,1,54.63,4327,1.36,23114,0.51,88.03
4,2024,19,2,18.57,4.39,5.21,2,2,405319,59.54,3.13,7.73,0,34278,1,80.93,1231,2.81,42097,0.47,44.29
2,2021,11,5,6.38,1.56,7.5,2,0,472140,96.99,4.42,3.96,0,47589,1,67.96,4138,7.97,75970,0.58,58.92
1,2021,14,2,10.33,11.06,1.53,3,2,585015,97.31,2.24,4.66,1,20141,1,89.07,4058,1.11,83588,0.61,63.97
0,2023,10,2,1.08,10.13,0.22,2,0,416863,69.27,1.97,2.45,0,47487,1,83.42,4513,1.41,1539,0.47,69.03
2,2023,5,1,0.71,6.54,5.12,1,2,881239,76.45,1.28,3.57,3,46090,1,80.19,1622,6.8,96994,0.77,37.89
5,2023,0,2,7.64,7.6,0.3,0,1,154940,66.33,4.95,8.16,3,36056,1,54.29,4974,9.98,89180,0.78,42.89
4,2023,3,6,18.13,2.05,2.28,2,2,885167,78.95,3.76,8.49,3,101,1,71.23,3358,7.57,49969,0.71,20.19
2,2024,9,3,15.46,4.33,5.37,0,1,210502,79.62,4.08,5.83,1,29100,1,70.32,466,3.2,77742,0.83,29.89
7,2022,7,2,4.15,3.44,9.5,3,0,381221,50.24,1.17,4.58,1,49196,1,83.23,1690,6.58,96507,0.75,89.81
3,2022,13,6,12.74,1.89,3.29,2,2,791310,64.41,1.89,9.54,2,4133,0,67.61,208,6.26,59433,0.51,20.28
7,2023,17,0,7.44,11.33,2.61,2,0,692186,96.45,3.71,4.5,0,30226,1,78.88,665,8.87,17551,0.73,40.7
2,2023,1,10,0.41,12.33,1.45,3,2,171184,90.35,1.5,7.99,0,44971,0,82.29,1608,3.51,93607,0.79,54.13
0,2023,14,2,16.06,11.51,7.5,0,0,705086,74.14046901,4.97,6.4,3,48359,1,50.92,1073,6.99,32058,0.82,62.54
5,2021,6,2,0.83,2.09,9.98,2,2,203976,75.02386018,2.13,1.69,2,40864,1,80.27,405,5.8,84919,0.74,86.24
6,2020,12,3,2.85,3.86,6.25,3,2,321000,61.78,1.42,4.07,0,26210,0,57.29,3477,5.12,79204,0.83,33.12
0,2024,1,4,3.78,1.74,6.59,3,2,233050,84.5,2.02,4.17,0,4183,1,79.63,4946,2.49,65949,0.77,28.44
3,2020,17,9,17.91,3.2,6.4,1,0,217066,63.81,0.72,1.22,0,25666,0,98.69,4637,3.2,84746,0.86,31.31
3,2023,18,8,3.73,2.95,6.89,2,2,616176,63.76,3.97,7.75,3,23168,0,74.6,2814,1.77,13667,0.59,86.67
4,2020,15,5,9.11,14.64,8.84,1,0,471188,67.15,2.78,6.23,2,11042,1,68.3,1917,0.34,98935,0.4,60.58
2,2022,3,5,3.68,11.39,5.67,3,1,720653,55.8,1.13,4.06,0,42266,1,96.06,2289,5.12,30325,0.62,58.43
7,2022,6,0,9.39,14.53,1.4,2,0,562236,57.76,3.11,9.91,3,24627,0,97.15,1379,4.26,86865,0.85,45.65
3,2024,18,5,5.58,13.86,5.545,0,2,770841,66.78,3.06,4.37,3,36409,1,63.46,2904,8.28,9464,0.65,30.34
3,2024,12,5,1.88,10.96,5.27,1,0,118766,55.18,0.76,5.85,3,47743,0,66.81,4193,8.11,27365,0.43,54.39
1,2021,9,1,10.205,4.26,1.01,3,1,317119,67.76,2.5,1.82,2,34449,0,84.03,3393,9.11,51934,0.47,81.85
0,2024,0,2,8.38,6.37,6.37,0,2,746469,91.38,1.89,7.85,3,1291,0,95.02,1414,3.47,19323,0.49,70.83
3,2022,4,3,15.04,7.65,1.06,1,0,804937,64.81,4.22,6.12,1,3242,1,85.6,3873,7.05,75370,0.71,81.22
5,2021,19,6,9.71,8.87,8.35,0,1,708693,77.98,4.96,3.66,3,7649,1,60.83,3716,6.98,37117,0.5,42.71
2,2022,9,5,9.53,5.74,5.6,0,0,396457,50.55,4.5,9.95,0,1426,1,56.05,3860,9.69,876,0.48,67.91
2,2023,2,7,18.71,9.36,5.43,0,1,230488,86.17,3.7,4.18,0,43853,1,54.8,1213,2.52,25468,0.69,30.33
5,2023,4,3,13.27,2.7,5.93,3,2,156639,57.21,4.58,7.21,2,38721,1,95,498,0.79,33757,0.72,47.46
1,2020,0,0,5.24,1.85,9.04,3,1,70289,98.18,2.35,7.58,2,37853,0,97.42,306,0.05,94330,0.47,27.24
3,2021,8,6,4.63,12.56,8.16,3,2,127265,51.29,0.73,2.86,1,8110,0,83.37,909,4.55,94605,0.63,71.4
4,2022,14,4,6.34,9.34,1.17,0,2,526634,81.78,0.54,5.454920635,0,48945,0,92.42,1375,1.28,84277,0.8,84.07
0,2024,0,10,2.34,1.68,6.85,0,2,198703,88.33,0.89,2.12,1,40609,0,86.25,4794,1.76,98694,0.52,46.62
1,2024,0,3,17.05,5.4,1.67,0,2,226612,79.72,2.96,9.66,0,6500,0,86.98,1030,0.31,16712,0.78,46.61
1,2021,11,6,12.66,4.83,6.33,1,0,423830,59.72,1.21,6.77,1,1669,1,60.78,2333,7.11,60094,0.59,43.97
4,2024,15,7,14.83,8.95,4.99,1,2,902296,90.93,3.36,1.58,0,29836,1,74.66,1949,4.43,35532,0.83,72.84
4,2020,6,5,9.66,10.92,4.19,3,1,322490,76.03,4.04,5.37,2,30060.8,1,55.54,2409,6.9,7038,0.84,77.34
3,2020,6,9,15.64,10.93,2.74,2,2,639210,89.87,2.82,7.88,2,7401,1,50.61,4173,0.81,36682,0.4,48.7
5,2020,5,0,1.86,11.29,7.55,0,1,932436,62.66,3.36,9.64,3,35337,0,74.27,28,5.3,42880,0.85,81.09
3,2020,12,0,15.49,12.35,7.42,3,1,796034,63.76,1.79,1.3,3,27732,0,93.7,1575,1.44,44436,0.5,69.76
2,2022,16,3,11.68,14.51,5.49,2,2,448534,70.85,1.7,7.98,3,37075,0,56.84,1250,8.42,42827,0.64,64.82
1,2020,16,1,8.19,12.14,0.87,1,1,494604,64.51,4.51,1.2,1,41285,1,91.63,4513,1.95,48415,0.57,69.78
0,2020,14,9,7.2,8.72,0.38,1,0,891416,86.37,2.69,1.73,1,18076,0,90.04,2120,0.2,59037,0.5,84.11
3,2023,3,7,5.67,0.28,0.5,0,1,790136,79.11,4.02,9.94,3,46871,0,64.65,2533,5.22,90867,0.52,31.83
5,2023,14,4,7.38,14.23,2.94,0,1,350735,79.67,4.72,7.2,2,927,1,72.08,662,1.3,4767,0.84,83.46
2,2022,0,9,16.97,10.6,2.56,0,0,337276,96.45,3.14,2.84,3,3360,0,60.92,1571,6.79,39330,0.52,68.81
1,2020,0,10,15,0.28,2.87,0,1,346225,83.29,3.31,9.93,1,569,0,73.61,472,2.67,17173,0.42,20.37
5,2024,18,3,10.12,13.75,5.23,1,2,381773,57.48,0.91,1.03,2,27807,0,81.95,466,0.89,33830,0.87,57.83
0,2020,16,2,13.8,6.82,9.42,1,0,430057,80.61,3.53,1.91,1,24765,1,69.55,2714,1.1,53305,0.45,36.1
1,2023,19,4,19.54,5.05,9.54,3,1,429534,80.76,4.54,6.45,1,5451,0,96.78,193,9.25,90838,0.81,76.51
0,2020,4,6,1.01,6.8,7.81,0,1,804211,81.19,4.15,6.17,1,44972,0,90.69,4514,7.43,907,0.88,20.85
7,2020,14,7,17.59,8.14,9.83,2,1,234100,62.44,4.51,9.85,1,25289,0,98.76,2689,5.24,72233,0.66,51.39
5,2022,11,5,10.84,9.86,2.12,1,0,399790,99.78,4.35,3.59,0,9126,0,79.37,960,1.87,53132,0.8,71.31
0,2022,4,9,1.15,8.04,3.93,0,0,76867,95.79,3.37,4.27,0,30801,0,71.33,3407,4.79,37957,0.46,26.96
3,2022,18,5,13.54,5.06,9.45,2,2,69735,89.92,4.47,5.08,0,12726,0,66.63,214,0.76,79518,0.84,33.51
1,2021,10,2,6.05,7.25,1.45,2,0,678950,68.85,1.88,6.95,3,13305,0,62.39,4404,0.36,62342,0.5,83.06
7,2021,17,10,6.44,7.46,7.52,1,0,506354,63.23,3.22,3.6,2,29936,0,81.62,2676,8.46,70944,0.55,61.64
2,2022,7,4,1.61,10.23,1.68,3,2,141580,70.31,0.53,5.72,0,34642,0,58.21,3340,2.24,13932,0.61,34.93
1,2024,6,1,2.41,10.35,2.82,3,0,530589,78.83,3.88,1.01,2,4251,1,59.06,4926,1.16,65935,0.46,73.47
6,2023,7,7,17.74,1.74,3.85,2,2,918684,78.94,0.97,8.23,2,2937,0,82.76,1584,9.13,71397,0.84,69.41
6,2022,2,9,5.01,14.44,5.84,1,1,914517,59.82,4.45,5.166859504,1,42920,0,58.8,504,8.41,73114,0.76,80
1,2021,1,5,15.08,13.15,6.07,1,2,889784,75.44,4.81,9.69,3,11540,0,68.56,1907,6.73,43808,0.56,59.08
6,2023,5,0,8.26,4.9,1.79,1,0,18376,74.35,1.4,1.19,3,48089,1,78,2065,6.2,6233,0.43,77.43
7,2024,15,0,1.01,9.57,4.47,1,2,387893,50.77,1.8,3.63,3,19965,1,70.84,4515,8.55,90299,0.42,50.78
2,2022,2,4,15.04,6.24,3.03,2,0,491279,86.12,2.21,5.1,1,27470,1,80.06,1008,9.31,32959,0.56,27.93
4,2020,1,4,10.49,13.8,0.62,1,1,859653,75.34,4.32,9.19,0,2040,1,51.38,2596,5.86,49390,0.57,82.65
0,2021,19,1,11.13,13.66,1,0,2,685354,76.85,3.67,6.68,3,9287,0,50.17,259,8.75,71488,0.68,40.97
5,2023,5,8,13.04,12.41,8.68,1,1,533516,92.35,2.2,8.27,2,6593,0,66.59,3921,4.86,18677,0.61,35.88
1,2021,7,6,3.64,2.19,3.36,3,1,877616,60.13,1.85,5.42,2,28082,1,59.63,17,3.77,28311,0.45,26.24
2,2022,17,8,12.06,8.8,4.88,2,2,298859,82.46,3.19,9.37,1,24831,0,91.56,668,7.17,83172,0.42,89.86
7,2020,10,8,14.4,11.49,4.71,3,0,931913,66.56,1.64,8.84,3,4304,0,83.02,1945,9.34,81831,0.59,87.87
3,2024,11,10,13.59,3.67,8.05,2,2,135890,66.19,2.8,6.65,0,14788,0,95.2,1241,4.79,57729,0.42,35.83
7,2023,3,10,16.11,0.72,2.68,0,0,262953,92.61,3.48,5.64,3,24314,1,90.49,3466,3,40830,0.51,84.54
4,2022,4,10,13.35,4.14,3.81,2,2,376186,67.22,2.49,8.34,0,772,0,75.39,1979,3.91,9653,0.71,31.02
6,2020,0,0,16.35,4.15,8.16,3,1,469191,85.44,2.73,4.31,3,7371,0,56.32,2975,2.83,17468,0.88,71.96
5,2022,14,1,12.09,4.01,7.2,1,0,48684,66.26,1.02,5.88,3,35796,1,91.16,4047,4.04,26774,0.68,83.89
3,2021,9,9,17.93,9.81,2.79,1,1,554298,53.95,4.27,2.79,2,11071,0,62.43,1201,4.94,64317,0.63,27.73
5,2023,10,1,19.16,2.34,7.52,2,1,192135,55.54,4.12,1.2,1,37721,0,82.5,4024,2.47,65491,0.66,20.4
4,2024,7,1,14.2,2.66,5.29,2,1,310086,76.03,1.46,1.09,2,5229,1,66.23,4421,6.5,30212,0.65,29.5
2,2023,0,3,19.13,12.6,8.61,2,1,570976,90.09,2.56,5.453093525,0,30643,0,68.76,2916,3.38,60174,0.42,38.84
6,2021,13,9,14.26,1.54,8.16,2,2,314231,83.69,0.9,3.52,3,29758,1,74.31,2675,7.85,8297,0.83,34.07
0,2020,11,1,6.33,11.51,7.71,2,2,798167,87.47,4.42,9.95,3,28576,0,83.39,4506,9.61,51827,0.72,74.33
