"country","disease_name","disease_category","age_group","gender","treatment_type","availability_of_vaccines_treatment","year","prevalence_rate","incidence_rate","mortality_rate","population_affected","healthcare_access","doctors_per_1000","hospital_beds_per_1000","average_treatment_cost_usd","recovery_rate","dal_ys","improvement_in_5_years","per_capita_income_usd","education_index","urbanization_rate"
"Russia","Parkinson's Disease","Infectious","Young Adult","Female","Therapy","Yes",2020,9.11,14.64,8.84,471188,67.15,2.78,6.23,11042,68.3,1917,0.34,98935,0.4,60.58
"India","Cholera","Infectious","Senior","Male","Medication","Yes",2022,3.68,11.39,5.67,720653,55.8,1.13,4.06,42266,96.06,2289,5.12,30325,0.62,58.43
"USA","Diabetes","Autoimmune","Adult","Female","Vaccination","No",2022,9.39,14.53,1.4,562236,57.76,3.11,9.91,24627,97.15,1379,4.26,86865,0.85,45.65
"Nigeria","Tuberculosis","Infectious","Child","Other","Vaccination","Yes",2024,5.58,13.86,5.54,770841,66.78,3.06,4.37,36409,63.46,2904,8.28,9464,0.65,30.34
"Nigeria","Leprosy","Infectious","Young Adult","Female","Vaccination","No",2024,1.88,10.96,5.27,118766,55.18,0.76,5.85,47743,66.81,4193,8.11,27365,0.43,54.39
"China","HIV/AIDS","Bacterial","Senior","Male","Therapy","No",2021,10.2,4.26,1.01,317119,67.76,2.5,1.82,34449,84.03,3393,9.11,51934,0.47,81.85
"Argentina","Alzheimer's Disease","Cardiovascular","Child","Other","Vaccination","No",2024,8.38,6.37,6.37,746469,91.38,1.89,7.85,1291,95.02,1414,3.47,19323,0.49,70.83
"Nigeria","COVID-19","Chronic","Young Adult","Female","Surgery","Yes",2022,15.04,7.65,1.06,804937,64.81,4.22,6.12,3242,85.6,3873,7.05,75370,0.71,81.22
"South Africa","Zika","Metabolic","Child","Male","Vaccination","Yes",2021,9.71,8.87,8.35,708693,77.98,4.96,3.66,7649,60.83,3716,6.98,37117,0.5,42.71
"India","HIV/AIDS","Infectious","Child","Female","Medication","Yes",2022,9.53,5.74,5.6,396457,50.55,4.5,9.95,1426,56.05,3860,9.69,876,0.48,67.91
"India","Cancer","Neurological","Child","Male","Medication","Yes",2023,18.71,9.36,5.43,230488,86.17,3.7,4.18,43853,54.8,1213,2.52,25468,0.69,30.33
"South Africa","COVID-19","Chronic","Senior","Other","Therapy","Yes",2023,13.27,2.7,5.93,156639,57.21,4.58,7.21,38721,95,498,0.79,33757,0.72,47.46
"China","Alzheimer's Disease","Autoimmune","Senior","Male","Therapy","No",2020,5.24,1.85,9.04,70289,98.18,2.35,7.58,37853,97.42,306,0.05,94330,0.47,27.24
"Nigeria","Hepatitis","Metabolic","Senior","Other","Surgery","No",2021,4.63,12.56,8.16,127265,51.29,0.73,2.86,8110,83.37,909,4.55,94605,0.63,71.4
"Russia","Measles","Genetic","Child","Other","Medication","No",2022,6.34,9.34,1.17,526634,81.78,0.54,5.45,48945,92.42,1375,1.28,84277,0.8,84.07
"Argentina","Alzheimer's Disease","Viral","Child","Other","Surgery","No",2024,2.34,1.68,6.85,198703,88.33,0.89,2.12,40609,86.25,4794,1.76,98694,0.52,46.62
"China","Alzheimer's Disease","Chronic","Child","Other","Medication","No",2024,17.05,5.4,1.67,226612,79.72,2.96,9.66,6500,86.98,1030,0.31,16712,0.78,46.61
"China","Influenza","Metabolic","Young Adult","Female","Surgery","Yes",2021,12.66,4.83,6.33,423830,59.72,1.21,6.77,1669,60.78,2333,7.11,60094,0.59,43.97
"Russia","Parkinson's Disease","Neurological","Young Adult","Other","Medication","Yes",2024,14.83,8.95,4.99,902296,90.93,3.36,1.58,29836,74.66,1949,4.43,35532,0.83,72.84
"Russia","Diabetes","Infectious","Senior","Male","Therapy","Yes",2020,9.66,10.92,4.19,322490,76.03,4.04,5.37,30060.8,55.54,2409,6.9,7038,0.84,77.34
"Nigeria","Diabetes","Respiratory","Adult","Other","Therapy","Yes",2020,15.64,10.93,2.74,639210,89.87,2.82,7.88,7401,50.61,4173,0.81,36682,0.4,48.7
"South Africa","Dengue","Autoimmune","Child","Male","Vaccination","No",2020,1.86,11.29,7.55,932436,62.66,3.36,9.64,35337,74.27,28,5.3,42880,0.85,81.09
"Nigeria","Leprosy","Autoimmune","Senior","Male","Vaccination","No",2020,15.49,12.35,7.42,796034,63.76,1.79,1.3,27732,93.7,1575,1.44,44436,0.5,69.76
"India","Polio","Chronic","Adult","Other","Vaccination","No",2022,11.68,14.51,5.49,448534,70.85,1.7,7.98,37075,56.84,1250,8.42,42827,0.64,64.82
"China","Polio","Bacterial","Young Adult","Male","Surgery","Yes",2020,8.19,12.14,0.87,494604,64.51,4.51,1.2,41285,91.63,4513,1.95,48415,0.57,69.78
"Argentina","Measles","Respiratory","Young Adult","Female","Surgery","No",2020,7.2,8.72,0.38,891416,86.37,2.69,1.73,18076,90.04,2120,0.2,59037,0.5,84.11
"Nigeria","Cholera","Neurological","Child","Male","Vaccination","No",2023,5.67,0.28,0.5,790136,79.11,4.02,9.94,46871,64.65,2533,5.22,90867,0.52,31.83
"South Africa","Measles","Genetic","Child","Male","Therapy","Yes",2023,7.38,14.23,2.94,350735,79.67,4.72,7.2,927,72.08,662,1.3,4767,0.84,83.46
"India","Alzheimer's Disease","Respiratory","Child","Female","Vaccination","No",2022,16.97,10.6,2.56,337276,96.45,3.14,2.84,3360,60.92,1571,6.79,39330,0.52,68.81
"China","Alzheimer's Disease","Viral","Child","Male","Surgery","No",2020,15,0.28,2.87,346225,83.29,3.31,9.93,569,73.61,472,2.67,17173,0.42,20.37
"South Africa","Tuberculosis","Chronic","Young Adult","Other","Therapy","No",2024,10.12,13.75,5.23,381773,57.48,0.91,1.03,27807,81.95,466,0.89,33830,0.87,57.83
"Argentina","Polio","Cardiovascular","Young Adult","Female","Surgery","Yes",2020,13.8,6.82,9.42,430057,80.61,3.53,1.91,24765,69.55,2714,1.1,53305,0.45,36.1
"China","Zika","Genetic","Senior","Male","Surgery","No",2023,19.54,5.05,9.54,429534,80.76,4.54,6.45,5451,96.78,193,9.25,90838,0.81,76.51
"Argentina","COVID-19","Metabolic","Child","Male","Surgery","No",2020,1.01,6.8,7.81,804211,81.19,4.15,6.17,44972,90.69,4514,7.43,907,0.88,20.85
"USA","Measles","Neurological","Adult","Male","Surgery","No",2020,17.59,8.14,9.83,234100,62.44,4.51,9.85,25289,98.76,2689,5.24,72233,0.66,51.39
"South Africa","Influenza","Infectious","Young Adult","Female","Medication","No",2022,10.84,9.86,2.12,399790,99.78,4.35,3.59,9126,79.37,960,1.87,53132,0.8,71.31
"Argentina","COVID-19","Respiratory","Child","Female","Medication","No",2022,1.15,8.04,3.93,76867,95.79,3.37,4.27,30801,71.33,3407,4.79,37957,0.46,26.96
"Nigeria","Tuberculosis","Infectious","Adult","Other","Medication","No",2022,13.54,5.06,9.45,69735,89.92,4.47,5.08,12726,66.63,214,0.76,79518,0.84,33.51
"China","Hypertension","Cardiovascular","Adult","Female","Vaccination","No",2021,6.05,7.25,1.45,678950,68.85,1.88,6.95,13305,62.39,4404,0.36,62342,0.5,83.06
"USA","Rabies","Viral","Young Adult","Female","Therapy","No",2021,6.44,7.46,7.52,506354,63.23,3.22,3.6,29936,81.62,2676,8.46,70944,0.55,61.64
"India","Ebola","Genetic","Senior","Other","Medication","No",2022,1.61,10.23,1.68,141580,70.31,0.53,5.72,34642,58.21,3340,2.24,13932,0.61,34.93
"China","Diabetes","Bacterial","Senior","Female","Therapy","Yes",2024,2.41,10.35,2.82,530589,78.83,3.88,1.01,4251,59.06,4926,1.16,65935,0.46,73.47
"UK","Ebola","Neurological","Adult","Other","Therapy","No",2023,17.74,1.74,3.85,918684,78.94,0.97,8.23,2937,82.76,1584,9.13,71397,0.84,69.41
"UK","Cancer","Respiratory","Young Adult","Male","Surgery","No",2022,5.01,14.44,5.84,914517,59.82,4.45,5.17,42920,58.8,504,8.41,73114,0.76,80
"China","Asthma","Infectious","Young Adult","Other","Vaccination","No",2021,15.08,13.15,6.07,889784,75.44,4.81,9.69,11540,68.56,1907,6.73,43808,0.56,59.08
"UK","Dengue","Autoimmune","Young Adult","Female","Vaccination","Yes",2023,8.26,4.9,1.79,18376,74.35,1.4,1.19,48089,78,2065,6.2,6233,0.43,77.43
"USA","Parkinson's Disease","Autoimmune","Young Adult","Other","Vaccination","Yes",2024,1.01,9.57,4.47,387893,50.77,1.8,3.63,19965,70.84,4515,8.55,90299,0.42,50.78
"India","Cancer","Genetic","Adult","Female","Surgery","Yes",2022,15.04,6.24,3.03,491279,86.12,2.21,5.1,27470,80.06,1008,9.31,32959,0.56,27.93
"Russia","Asthma","Genetic","Young Adult","Male","Medication","Yes",2020,10.49,13.8,0.62,859653,75.34,4.32,9.19,2040,51.38,2596,5.86,49390,0.57,82.65
"Argentina","Zika","Bacterial","Child","Other","Vaccination","No",2021,11.13,13.66,1,685354,76.85,3.67,6.68,9287,50.17,259,8.75,71488,0.68,40.97
"South Africa","Dengue","Parasitic","Young Adult","Male","Therapy","No",2023,13.04,12.41,8.68,533516,92.35,2.2,8.27,6593,66.59,3921,4.86,18677,0.61,35.88
"China","Ebola","Metabolic","Senior","Male","Therapy","Yes",2021,3.64,2.19,3.36,877616,60.13,1.85,5.42,28082,59.63,17,3.77,28311,0.45,26.24
"India","Rabies","Parasitic","Adult","Other","Surgery","No",2022,12.06,8.8,4.88,298859,82.46,3.19,9.37,24831,91.56,668,7.17,83172,0.42,89.86
"USA","Hypertension","Parasitic","Senior","Female","Vaccination","No",2020,14.4,11.49,4.71,931913,66.56,1.64,8.84,4304,83.02,1945,9.34,81831,0.59,87.87
"Nigeria","Influenza","Viral","Adult","Other","Medication","No",2024,13.59,3.67,8.05,135890,66.19,2.8,6.65,14788,95.2,1241,4.79,57729,0.42,35.83
"USA","Cholera","Viral","Child","Female","Vaccination","Yes",2023,16.11,0.72,2.68,262953,92.61,3.48,5.64,24314,90.49,3466,3,40830,0.51,84.54
"Russia","COVID-19","Viral","Adult","Other","Medication","No",2022,13.35,4.14,3.81,376186,67.22,2.49,8.34,772,75.39,1979,3.91,9653,0.71,31.02
"UK","Alzheimer's Disease","Autoimmune","Senior","Male","Vaccination","No",2020,16.35,4.15,8.16,469191,85.44,2.73,4.31,7371,56.32,2975,2.83,17468,0.88,71.96
"South Africa","Measles","Bacterial","Young Adult","Female","Vaccination","Yes",2022,12.09,4.01,7.2,48684,66.26,1.02,5.88,35796,91.16,4047,4.04,26774,0.68,83.89
"Nigeria","HIV/AIDS","Respiratory","Young Adult","Male","Therapy","No",2021,17.93,9.81,2.79,554298,53.95,4.27,2.79,11071,62.43,1201,4.94,64317,0.63,27.73
"South Africa","Hypertension","Bacterial","Adult","Male","Surgery","No",2023,19.16,2.34,7.52,192135,55.54,4.12,1.2,37721,82.5,4024,2.47,65491,0.66,20.4
"Russia","Ebola","Bacterial","Adult","Male","Therapy","Yes",2024,14.2,2.66,5.29,310086,76.03,1.46,1.09,5229,66.23,4421,6.5,30212,0.65,29.5
"India","Alzheimer's Disease","Chronic","Adult","Male","Medication","No",2023,19.13,12.6,8.61,570976,90.09,2.56,5.45,30643,68.76,2916,3.38,60174,0.42,38.84
"UK","Malaria","Respiratory","Adult","Other","Vaccination","Yes",2021,14.26,1.54,8.16,314231,83.69,0.9,3.52,29758,74.31,2675,7.85,8297,0.83,34.07
"Argentina","Influenza","Bacterial","Adult","Other","Vaccination","No",2020,6.33,11.51,7.71,798167,87.47,4.42,9.95,28576,83.39,4506,9.61,51827,0.72,74.33
"Nigeria","Ebola","Chronic","Child","Female","Medication","No",2021,9.43,10.05,6.2,43833,50.67,3.21,8.4,47239,87.41,3298,6.08,69030,0.78,71.77
"Nigeria","Parkinson's Disease","Infectious","Senior","Other","Surgery","Yes",2024,17.04,12.8,0.5,879185,96.74,3.72,3.27,4655,81.29,2129,1.35,38284,0.89,64.77
"USA","Tuberculosis","Infectious","Child","Male","Therapy","Yes",2022,13.1,4.56,5.54,990039,60.2,1.13,3.78,29903.75,73,4173,2.15,11900,0.73,64.59
"India","Asthma","Genetic","Child","Female","Surgery","Yes",2023,18.58,10.59,1.78,334313,74.5,3.02,6.78,11165,92.81,2099,0.21,56662,0.57,30.85
"India","Leprosy","Viral","Adult","Female","Medication","No",2022,7.14,6.01,7.53,441838,57.91,2.26,5.84,10487,89.25,4075,5.16,9913,0.66,88.97
"South Africa","Tuberculosis","Infectious","Senior","Female","Medication","Yes",2020,9.31,4.88,2.41,444397,96.73,2.81,3.8,8542,98.33,1048,5.2,94308,0.55,46.6
"Russia","Alzheimer's Disease","Bacterial","Senior","Other","Medication","Yes",2022,4.39,0.92,5.46,845492,89.16,0.89,4.02,26097,51.27,3741,2,50079,0.71,39.21
"India","Hypertension","Genetic","Adult","Male","Therapy","No",2024,18.13,0.7,5.43,477227,72.39,2.9,3.22,17552,61.48,75,0.13,6700,0.53,55.75
"South Africa","Rabies","Bacterial","Adult","Male","Medication","Yes",2020,0.44,1.3,3.12,538625,72.26,3.16,4.31,4541,95.1,3631,3.62,NA,0.76,30.9
"Nigeria","COVID-19","Parasitic","Child","Other","Vaccination","No",2022,9.14,14.96,7.13,852157,86.11,2.41,4.25,26174,59.52,809,5.71,57248,0.51,53.3
"South Africa","Hypertension","Respiratory","Child","Female","Surgery","No",2023,19.76,8.18,1.02,777036,81.42,1.08,4.02,27684,75.87,1065,1.17,81035,0.61,54.26
"China","Leprosy","Bacterial","Child","Male","Medication","No",2020,3.83,14.35,5.8,263728,56.43,3.34,5.3,6651,82.86,3378,4.76,7785,0.41,24.61
"Nigeria","Hypertension","Cardiovascular","Young Adult","Female","Surgery","Yes",2021,8.68,2.42,8.39,994144,50.61,3.7,2.21,1343,54.21,2091,9.2,78247,0.44,67.68
"South Africa","Ebola","Neurological","Child","Male","Medication","Yes",2023,12.79,10.76,1.95,532882,60.25,3.55,9.38,24333,76.49,3327,7.31,25207,0.72,82.33
"UK","Zika","Genetic","Child","Female","Vaccination","No",2021,19.23,14.63,2.93,768904,90.81,2.88,9.65,15515,96.92,4363,2.41,22441,0.88,44.93
"UK","Malaria","Neurological","Adult","Male","Therapy","Yes",2024,13.11,9.84,6.5,568789,61.18,2.85,5.43,42366,77.46,3326,8.9,25297,0.54,51.85
"India","Polio","Viral","Young Adult","Male","Medication","Yes",2024,12.05,14.28,0.97,68388,68.01,4.85,6.92,43298,83.71,4140,2.28,91236,0.6,71
"USA","Tuberculosis","Genetic","Child","Other","Therapy","No",2022,1.18,4.23,1.53,107691,70.73,1.06,8.85,26221,78,818,2.17,47615,0.87,25.89
"Nigeria","Leprosy","Chronic","Senior","Male","Medication","Yes",2021,2.64,10.45,8.27,89969,69.5,1.27,2.3,24500,69.02,4001,3.94,78398,0.44,26.63
"USA","Hypertension","Infectious","Child","Female","Medication","No",2023,13.95,10.49,3.2,976506,52.69,2.44,9.08,31509,70.83,2345,2.17,70122,0.47,73.67
"Argentina","HIV/AIDS","Autoimmune","Young Adult","Male","Therapy","Yes",2023,15.61,13.3,0.63,363301,63.02,2.49,4.07,15831,81.83,3729,7.35,20536,0.4,83.95
"South Africa","Malaria","Chronic","Senior","Other","Medication","No",2021,9.6,13.92,3.15,696976,59.8,0.57,2.53,15178,89.1,534,4.31,56054,0.43,49.88
"India","COVID-19","Cardiovascular","Young Adult","Male","Vaccination","Yes",2023,5.17,7.84,2.84,551239,86.48,2.63,0.53,13939,72,2645,2.74,15528,0.62,30.96
"Nigeria","Rabies","Bacterial","Young Adult","Other","Surgery","No",2023,19.06,6.16,3.84,127505,91.92,1.88,6.51,26229,98.1,3318,1.77,61411,0.77,86.13
"South Africa","Dengue","Infectious","Adult","Other","Medication","Yes",2021,0.61,11.24,5.06,579823,89.71,2.11,3.76,870,52.84,3826,7.8,97164,0.49,47.12
"USA","Influenza","Infectious","Child","Female","Surgery","No",2022,14.69,3.85,4.96,793072,95.43,2.35,9.99,28516,78.8,4694,5.28,64476,0.58,46.98
"UK","Measles","Chronic","Senior","Female","Medication","Yes",2020,18.37,1.19,0.97,142087,77,3.11,3.21,23533,84.07,4230,6.29,10993,0.62,35.15
"South Africa","Zika","Autoimmune","Senior","Male","Medication","Yes",2024,9.72,6.65,3.07,851599,87.86,2.46,2.43,6317,57.41,3162,7.7,79814,0.48,85.9
"Argentina","Measles","Autoimmune","Senior","Other","Therapy","Yes",2021,3.94,12.35,7.55,517120,70.55,1.45,8.01,29017,91.32,2880,0.48,69958,0.72,60.63
"India","Ebola","Parasitic","Senior","Female","Vaccination","Yes",2023,10.48,8.34,3.11,424329,72.01,1.97,7.76,10790,95.98,3899,1.53,28158,0.85,80.17
"Russia","Malaria","Metabolic","Adult","Female","Surgery","Yes",2020,16.24,11.97,1.8,987185,81.7,4.04,8.11,26122,80.91,2589,7.73,84166,0.72,76.93
"South Africa","Measles","Cardiovascular","Young Adult","Other","Medication","Yes",2022,7.65,10.26,4.08,836999,86.2,2.13,8.5,36836,70.82,237,4.82,31176,0.52,68.53
"UK","Ebola","Parasitic","Child","Female","Therapy","Yes",2020,1.26,0.71,2.96,989709,95.73,4.06,8.14,16841,50.47,1915,9.21,53242,0.87,22.18
"USA","Ebola","Chronic","Senior","Male","Surgery","Yes",2022,0.57,4.54,9.95,915582,95.38,2.21,6.92,30093,61.96,3163,4.21,27249,0.65,69.57
"India","Malaria","Neurological","Child","Other","Vaccination","No",2021,15.74,4.96,2.9,107670,85.65,1.79,3.89,14425,92.23,3259,7.63,9475,0.53,53.22
"Russia","Asthma","Metabolic","Adult","Other","Therapy","Yes",2024,7.83,5.59,8.68,996328,84.54,3.05,5.77,22340,78.07,4371,5.8,83072,0.87,56.71
"Nigeria","Tuberculosis","Metabolic","Senior","Female","Vaccination","No",2022,10.75,8.93,2.58,101286,56.43,1.69,7.18,26277,63.5,4210,4.64,73800,0.83,35.63
"India","Leprosy","Metabolic","Senior","Other","Therapy","No",2023,4.96,6.62,4.79,490217,72.15,4.59,6.67,30911,59.6,2142,8.97,86758,0.68,88.92
"Russia","Diabetes","Autoimmune","Senior","Other","Medication","Yes",2022,7.67,1.19,9.71,248551,56.98,4.19,5.37,11476,52.61,4389,8.42,71958,0.48,21.25
"Argentina","Leprosy","Parasitic","Child","Male","Therapy","No",2020,1.14,12.2,0.1,827572,97.82,1.06,9.89,10431,64.87,1247,2.95,96342,0.78,83.4
"USA","Cholera","Infectious","Young Adult","Female","Medication","No",2023,3.52,2.89,9.26,735264,61.15,2.91,8.22,40213,83.39,3104,3.13,61369,0.61,54.16
"Argentina","HIV/AIDS","Parasitic","Child","Female","Surgery","Yes",2020,19.44,7.29,7.88,408001,77.33,3,2.58,45015,84.8,1947,8.47,97072,0.45,61.73
"Nigeria","Influenza","Neurological","Adult","Female","Vaccination","No",2024,10.43,13.52,6,63771,99.57,4.35,6.94,19933,95.87,2516,3.83,91231,0.74,70.23
"South Africa","Diabetes","Autoimmune","Senior","Other","Medication","Yes",2023,0.21,14.65,3.04,346905,71.87,2,3.31,13268,86.14,3374,1.71,88517,0.64,81.93
"China","COVID-19","Neurological","Adult","Male","Medication","Yes",2024,7.51,8.34,6.18,862069,50.83,2.06,2.33,11408,84.9,2875,9.46,26218,0.85,57.59
"Russia","HIV/AIDS","Genetic","Adult","Male","Medication","No",2021,0.28,1.94,9.15,582332,59.23,2.66,3.36,44891,88.02,3040,2.57,30159,0.85,34.58
"Russia","Parkinson's Disease","Genetic","Young Adult","Male","Surgery","Yes",2021,9.85,7.8,0.19,12488,77.68,0.75,5.09,31668,65.01,3143,3.63,40651,0.53,66.58
"Argentina","Cancer","Viral","Young Adult","Other","Therapy","No",2023,6.62,6.62,9.7,795625,62.92,2.1,4.77,3071,66.53,3022,8.89,95521,0.83,39.98
"India","Alzheimer's Disease","Neurological","Adult","Female","Vaccination","Yes",2024,3.79,5.8,7.09,862873,75.49,1.92,1.18,12841,68.28,4127,9.8,5035,0.58,33.28
"Nigeria","HIV/AIDS","Neurological","Child","Female","Vaccination","No",2021,16.18,14.05,9.49,316566,75.95,4.6,1.58,4390,91.01,2681,6.18,23105,0.52,23.2
"South Africa","Cholera","Infectious","Adult","Other","Therapy","No",2023,15.93,1.15,6.16,442111,60.87,0.55,6.46,NA,83.6,973,0.08,95541,0.5,84.31
"Nigeria","Influenza","Chronic","Child","Male","Vaccination","Yes",2021,0.47,2.78,0.61,201275,87.38,2.82,2.52,11857,61.98,2449,4.9,79565,0.41,30.62
"Nigeria","Polio","Chronic","Senior","Female","Medication","Yes",2022,14.61,14.15,3.81,133634,79.4,4.25,8.06,17763,63.34,1991,7.11,30113,0.55,58.47
"Argentina","Tuberculosis","Genetic","Adult","Female","Therapy","Yes",2021,12.94,0.55,4.55,546848,98.82,3.13,5.61,12125,89.37,1379,0.91,28732,0.51,22.61
"Russia","Asthma","Genetic","Child","Other","Medication","No",2022,15.6,11.7,4.89,81522,62.89,4.98,7.88,8598,82.46,2372,6.64,96594,0.67,73.61
"Russia","Hepatitis","Genetic","Child","Other","Medication","Yes",2023,10.78,12.08,0.28,197714,59.17,3.25,9.22,105,98.93,2771,6.91,48716,0.45,72.59
"UK","Rabies","Infectious","Child","Other","Vaccination","No",2023,13.1,5.53,2.31,244447,78.99,2.2,2.22,15367,59.22,1242,4.5,91118,0.55,78.28
"India","Diabetes","Neurological","Senior","Male","Vaccination","Yes",2020,15.2,4.55,6.51,543516,67.82,1.02,9.82,20426,90.86,4631,6.41,58205,0.51,42.27
"China","Asthma","Cardiovascular","Adult","Male","Surgery","Yes",2024,11.8,14.95,1.02,702653,61.85,4.79,1.37,1,70.26,4158,1.3,40908,0.79,88.08
"India","Polio","Bacterial","Senior","Other","Surgery","No",2023,6.74,2.87,5.02,955885,69.19,4.4,7.79,30063,81.04,4356,4.3,7692,0.62,59.07
"Nigeria","Ebola","Genetic","Child","Other","Surgery","No",2022,0.82,10.68,9.15,648205,64.1,1.8,9.51,1,91.25,1162,3.11,79190,0.5,55.78
"Argentina","COVID-19","Neurological","Child","Female","Surgery","No",2021,13.79,11.99,0.22,847839,96.71,0.52,1.16,23800,95.08,659,8.33,26872,0.63,62.12
"China","Measles","Viral","Young Adult","Male","Medication","Yes",2021,4.97,5.86,4.81,725167,75.03,1.95,2.79,49425,86.87,2573,2.46,1205,0.66,57.15
"Argentina","Dengue","Bacterial","Senior","Other","Medication","No",2023,15.87,0.88,9.93,22777,54.87,1.02,6.58,4859,74.05,3239,2.39,31801,0.86,81.92
"USA","HIV/AIDS","Autoimmune","Adult","Male","Surgery","No",2024,18.2,5.45,2.89,831883,55.9,0.59,8.3,21608,67.35,300,8.68,83599,0.45,71.21
"South Africa","Rabies","Infectious","Young Adult","Other","Surgery","No",2022,8.69,14.61,8.98,681733,68.68,1.02,6.39,13914,75.92,1,6.58,76786,0.74,66.68
"UK","Measles","Genetic","Child","Other","Medication","Yes",2022,6.21,9.25,6.3,810375,98.81,4.29,7.93,10891,58.14,3805,6.16,62169,0.73,38.9
"Argentina","Parkinson's Disease","Viral","Child","Other","Vaccination","Yes",2020,5.95,3.88,0.81,507485,66.54,4.58,9.31,29981,51.69,3828,2.83,93804,0.64,27.58
"UK","Polio","Bacterial","Adult","Female","Therapy","No",2020,2.77,8.16,5.5,446841,65.47,2.94,6.33,18841,57.24,1598,5.84,20811,0.44,22.79
"Argentina","HIV/AIDS","Viral","Senior","Other","Vaccination","Yes",2020,3.45,7.01,6.53,125082,53.22,2.23,8,25890,80.28,4630,3.52,7872,0.85,36.75
"Russia","Asthma","Cardiovascular","Adult","Other","Therapy","Yes",2024,13.96,4.2,5.35,269187,86.31,0.99,3.5,31347,98.31,1408,3.8,43746,0.82,88.44
"China","Malaria","Infectious","Adult","Other","Surgery","Yes",2021,8.36,13.67,1.9,390647,62.54,1.54,3.31,10482,68.86,1060,6.58,50914,0.47,23.98
"India","Malaria","Chronic","Young Adult","Other","Medication","No",2020,2.08,5.77,5.61,919382,80.28,0.87,6.14,6951,54.65,477,0.4,24740,0.86,33.22
"UK","Leprosy","Autoimmune","Senior","Male","Therapy","Yes",2021,14.68,7.32,2.22,796214,58.56,2.09,5.35,24326,92.69,1163,2.01,37147,0.52,50.1
"South Africa","Asthma","Neurological","Young Adult","Female","Therapy","No",2021,6.6,13.03,5.69,611236,92.93,3.67,0.9,11809,56.35,4243,3.12,62794,0.44,86.97
"Russia","Asthma","Parasitic","Young Adult","Male","Therapy","Yes",2023,12.65,3.32,5.91,594553,76.03,3.43,5.73,37064,69.9,2380,5.19,96653,0.57,48.41
"India","Cancer","Autoimmune","Senior","Other","Therapy","No",2023,19.99,13.99,1.54,678053,95.84,1.13,3.12,18488,76.79,4054,4,68282,NA,59.82
"Argentina","Asthma","Chronic","Adult","Male","Vaccination","Yes",2024,8.85,3.54,7.34,628120,84.22,3.72,9.9,31660,71.12,18,7.64,79744,0.88,83.16
