Country,Year,Disease Name,Disease Category,Prevalence Rate (%),Incidence Rate (%),Mortality Rate (%),Age Group,Gender,Population Affected,Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment Type,Average Treatment Cost (USD),Availability of Vaccines/Treatment,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Per Capita Income (USD),Education Index,Urbanization Rate (%)
India,2020,Diabetes,Infectious,6.51,8.95,0.53,36-60,Female,261706,84.62,4.14,3.12,Therapy,39364.0,No,89.44,3270,0.12,10721.0,0.55,35.1
Nigeria,2023,Alzheimer's Disease,Autoimmune,4.74,4.34,6.69,19-35,Male,925864,62.48,0.54,9.14,Surgery,21523.0,Yes,78.18,1806,6.05,47472.0,0.71,82.31
UK,2021,Hypertension,Autoimmune,15.26,14.03,9.64,36-60,Female,646136,68.74,1.76,5.05,Vaccination,12910.0,No,95.41,1286,9.76,39454.0,0.71,22.22
UK,2022,Leprosy,Bacterial,13.02,9.98,0.9,19-35,Female,646454,60.92,4.19,0.68,Medication,7128.0,Yes,59.89,4719,1.15,44572.0,0.87,87.32
Russia,2023,Parkinson's Disease,Neurological,15.24,13.36,1.24,19-35,Other,503584,55.83,1.76,5.35,Therapy,31932.0,Yes,71.42,3798,7.76,80044.0,0.55,25.27
USA,2020,HIV/AIDS,Respiratory,,9.4,7.67,61+,Other,810335,95.19,1.64,0.81,Therapy,13480.0,No,85.21,2789,2.13,16210.0,0.42,36.25
Russia,2024,Parkinson's Disease,Respiratory,17.99,10.8,4.01,0-18,Male,141972,50.37,1.36,0.99,Vaccination,5111.0,Yes,69.17,4909,9.92,98033.0,0.48,58.21
Nigeria,2023,Leprosy,Chronic,11.65,11.87,1.97,61+,Male,968297,85.31,2.28,4.01,Medication,31077.0,Yes,91.65,4855,4.76,57834.0,0.48,81.58
Russia,2023,Hepatitis,Genetic,19.51,5.98,1.03,19-35,Other,209359,78.28,2.74,3.54,Vaccination,34210.0,Yes,91.18,2319,2.48,69998.0,0.58,51.72
UK,2022,Polio,Infectious,10.56,10.83,7.48,0-18,Female,702012,61.32,4.5,0.82,Therapy,1.0,Yes,58.16,3185,6.63,35309.0,0.67,83.23
USA,2020,Asthma,Genetic,9.36,13.02,2.41,36-60,Other,880021,94.63,0.55,3.37,Vaccination,12843.0,Yes,58.72,3629,1.59,55127.0,0.61,37.4
UK,2021,Measles,Respiratory,7.98,12.1,3.78,0-18,Male,907603,84.73,1.06,8.55,Therapy,21355.0,No,98.99,4813,1.91,60869.0,0.73,70.15
Nigeria,2023,Malaria,Viral,0.98,1.07,6.12,19-35,Female,676163,63.32,2.29,2.64,Vaccination,25988.0,No,50.46,121,6.19,71871.0,0.47,82.9
Argentina,2020,Dengue,Parasitic,4.84,3.51,8.66,36-60,Male,760399,95.7,2.37,8.8,Therapy,41130.0,No,87.63,3850,1.7,33774.0,0.84,27.96
Nigeria,2021,Diabetes,Genetic,3.73,5.23,6.7,19-35,Other,665456,86.64,1.62,4.31,Medication,7348.0,Yes,67.23,1984,8.91,73026.0,0.86,23.26
Argentina,2021,Asthma,Chronic,11.13,14.71,9.2,36-60,Other,212025,84.59,2.9,3.57,Vaccination,20863.0,No,78.7,2059,3.56,48921.0,0.53,44.16
UK,2020,Polio,Autoimmune,14.85,5.42,4.08,61+,Other,715896,71.47,4.99,6.3,Therapy,7538.0,Yes,94.99,3647,0.61,17142.0,0.79,57.23
Nigeria,2022,Diabetes,Respiratory,11.16,14.63,3.13,0-18,Other,871912,80.91,2.87,2.9,Surgery,3970.0,No,73.18,402,3.67,3154.0,0.65,59.99
Argentina,2024,Hepatitis,Infectious,1.94,5.95,5.96,0-18,Other,48102,78.51,0.66,9.47,Medication,47974.0,No,67.7,508,1.29,57844.0,0.69,38.54
USA,2020,Cholera,Metabolic,0.96,14.37,9.86,19-35,Other,5880,92.7,1.65,7.63,Therapy,26938.0,Yes,50.59,2318,5.3,29481.0,0.61,59.35
UK,2023,Asthma,Respiratory,19.68,3.56,3.41,19-35,Female,144576,95.26,2.72,2.18,Medication,47045.0,Yes,74.08,4684,3.82,75875.0,0.78,28.29
Russia,2021,HIV/AIDS,Genetic,2.03,1.89,9.94,19-35,Male,13326,63.2,3.05,6.36,Vaccination,8062.0,No,87.18,3940,1.25,61540.0,0.41,65.39
Argentina,2022,Tuberculosis,Parasitic,19.16,6.49,2.47,0-18,Female,261682,68.61,3.94,6.39,Medication,32470.0,Yes,94.97,3865,7.29,13893.0,0.75,23.13
Russia,2020,Rabies,Parasitic,7.21,4.98,6.45,36-60,Male,512214,81.7,4.99,5.61,Surgery,4687.0,No,53.14,3846,7.36,57305.0,0.88,43.86
India,2021,Diabetes,Genetic,10.38,2.04,1.5,19-35,Male,823690,69.67,0.95,6.58,Vaccination,22672.0,No,71.66,1339,9.78,24314.0,0.6,36.13
China,2023,Influenza,Viral,7.0,5.38,1.67,0-18,Other,387932,93.08,2.96,8.58,Vaccination,37149.0,Yes,86.43,3003,6.03,13814.0,0.77,40.61
Nigeria,2021,Hypertension,Viral,5.17,12.54,9.13,0-18,Other,383453,81.8,2.34,8.63,Vaccination,45810.0,No,79.05,673,4.21,87157.0,0.79,67.4
Argentina,2024,Measles,Respiratory,5.97,6.84,1.21,19-35,Male,328809,87.03,4.0,6.85,Vaccination,12345.0,No,70.72,4960,8.16,5542.0,0.84,86.43
Russia,2021,Alzheimer's Disease,Respiratory,17.68,11.67,1.33,19-35,Other,533160,50.61,4.71,2.9,Surgery,34354.0,Yes,72.03,4355,1.08,35868.0,0.69,84.89
Nigeria,2024,Zika,Viral,16.57,1.3,0.75,61+,Other,261123,87.31,3.83,3.82,Vaccination,37125.0,Yes,90.99,2959,3.55,12479.0,0.49,89.22
Nigeria,2023,HIV/AIDS,Genetic,16.48,4.22,7.38,36-60,Other,274550,50.93,0.99,3.92,Vaccination,40010.0,No,55.07,2258,2.96,18950.0,0.55,88.06
Argentina,2023,Zika,Bacterial,6.74,5.39,9.93,61+,Female,563337,50.01,4.44,6.42,Therapy,31649.0,No,98.36,1869,6.4,4363.0,0.52,
South Africa,2020,Asthma,Genetic,2.93,2.85,9.37,0-18,Female,633092,89.81,0.62,2.92,Medication,15482.0,No,83.35,3979,3.03,39070.0,0.57,36.33
China,2023,Influenza,Chronic,1.23,13.46,4.59,0-18,Female,253847,91.03,1.36,5.55,Surgery,2301.0,No,72.51,1229,9.85,58555.0,0.49,74.96
China,2021,Asthma,Respiratory,4.0,8.82,4.35,19-35,Female,160135,75.99,3.3,2.78,Medication,10910.0,Yes,81.76,735,7.29,25663.0,0.88,86.38
USA,2021,Measles,Genetic,0.21,3.93,7.43,61+,Female,520920,63.5,3.71,9.18,Vaccination,32700.0,No,59.03,1828,7.06,88274.0,0.53,82.19
Nigeria,2022,Malaria,Viral,14.84,2.98,8.29,36-60,Male,55288,67.5,2.48,2.78,Therapy,23621.0,No,52.83,345,0.65,92694.0,0.65,88.03
Nigeria,2020,Zika,Metabolic,0.97,14.3,0.77,36-60,Female,812343,56.37,3.59,6.01,Medication,39730.0,No,83.99,2887,1.29,64729.0,0.45,66.4
Russia,2022,Influenza,Respiratory,0.99,7.58,3.04,61+,Other,158620,88.68,2.75,1.26,Medication,13429.0,Yes,68.38,582,3.97,82385.0,0.44,53.72
USA,2022,Parkinson's Disease,Parasitic,0.65,1.88,5.67,61+,Other,958646,83.14,1.53,3.36,Medication,10892.0,Yes,92.59,4326,0.31,59330.0,0.88,73.12
China,2020,HIV/AIDS,Respiratory,2.26,4.6,3.54,0-18,Male,528842,90.31,3.97,4.25,Surgery,957.0,No,90.66,3874,6.24,69152.0,0.59,48.47
India,2024,Malaria,,8.84,12.79,9.83,19-35,Male,994251,60.17,0.75,1.06,Therapy,27957.0,Yes,54.44,154,1.04,33662.0,0.9,76.26
USA,2023,HIV/AIDS,Chronic,11.01,1.17,7.44,61+,Male,849947,53.19,0.6,8.32,Vaccination,3153.0,No,59.62,4228,1.86,51392.0,0.55,70.92
India,2023,Dengue,Infectious,15.8,11.23,5.31,61+,Female,314757,85.43,4.9,7.15,Therapy,34456.0,No,98.73,1230,5.53,10730.0,0.74,72.25
UK,2023,Cholera,Chronic,5.56,2.87,9.25,36-60,Other,481567,72.33,0.99,9.8,Medication,8475.0,No,87.05,1550,8.2,79491.0,0.52,88.15
Russia,2022,Hepatitis,Metabolic,12.09,2.79,8.08,61+,Other,390808,72.61,2.98,4.29,Surgery,25147.0,Yes,80.5,2035,1.69,91372.0,0.52,
USA,2021,Asthma,Metabolic,11.11,4.14,9.47,0-18,Male,593250,94.6,2.14,5.26,Surgery,18764.0,No,92.75,3327,6.24,58973.0,0.54,32.36
Nigeria,2024,Asthma,Metabolic,7.49,1.58,2.87,36-60,Female,10862,89.05,1.41,8.99,Therapy,21810.0,Yes,85.68,780,4.5,78646.0,0.5,45.99
India,2021,Ebola,Genetic,7.79,1.79,5.53,0-18,Female,427826,63.07,3.21,9.08,Vaccination,2161.0,No,57.35,2872,7.5,42119.0,0.85,43.79
Nigeria,2023,COVID-19,Autoimmune,0.12,9.98,7.74,0-18,Male,309324,,1.87,5.2,Surgery,22425.0,No,73.2,263,9.67,98040.0,0.46,85.06
USA,2021,Ebola,Bacterial,10.58,5.93,9.6,0-18,Other,671237,89.17,0.55,8.26,Surgery,13044.0,Yes,85.75,3722,2.83,80015.0,0.88,35.84
India,2023,Alzheimer's Disease,Respiratory,7.43,3.7,,36-60,Female,904402,97.08,0.86,5.47,Therapy,38951.0,Yes,70.32,1584,5.89,77209.0,0.73,83.86
India,2023,Rabies,Metabolic,15.02,12.12,9.09,0-18,Other,301747,67.95,4.85,3.84,Medication,5251.0,No,52.92,186,2.84,97913.0,0.46,24.67
China,2020,HIV/AIDS,Parasitic,6.18,4.22,1.2,61+,Female,109529,84.83,4.1,5.48,Medication,40674.0,Yes,56.87,4133,0.78,30829.0,0.47,30.48
UK,2023,Cancer,Autoimmune,13.37,3.24,2.0,19-35,Male,669875,87.32,2.24,9.41,Surgery,30819.0,No,82.43,2665,4.4,77017.0,0.68,20.59
Russia,2022,Parkinson's Disease,Genetic,,3.69,3.08,61+,Male,53655,95.2,3.47,7.52,Therapy,21257.0,Yes,86.79,3501,7.33,85853.0,0.64,70.95
Argentina,2022,COVID-19,Chronic,15.12,11.29,6.31,19-35,Female,919914,87.85,4.89,1.02,Therapy,17686.0,Yes,92.88,2693,8.8,77439.0,0.44,52.09
Argentina,2020,Asthma,Parasitic,3.18,12.58,0.52,61+,Male,628768,60.57,2.32,5.74,Vaccination,13844.0,Yes,89.61,4138,3.84,94674.0,0.62,89.17
USA,2022,Polio,Chronic,8.55,7.12,8.68,61+,Female,809429,60.79,4.13,1.35,Surgery,4999.0,No,89.69,1437,3.96,93193.0,0.62,27.55
South Africa,2020,Malaria,Autoimmune,8.24,13.17,8.59,36-60,Other,167972,79.18,3.69,2.44,Vaccination,871.0,No,96.24,426,4.18,68973.0,0.59,31.64
South Africa,2021,Ebola,Metabolic,12.16,5.24,0.47,61+,Other,116634,80.58,2.53,8.79,Surgery,37497.0,Yes,58.5,255,6.05,50555.0,0.52,78.38
UK,2021,Hepatitis,Genetic,2.84,8.86,2.31,61+,Female,282924,76.34,0.94,5.14,Medication,36983.0,No,80.61,4605,1.51,6118.0,0.53,46.63
USA,2024,Polio,Respiratory,0.49,13.13,6.58,19-35,Male,679171,91.03,2.75,7.55,Therapy,252280.8764863828,Yes,74.3,86,3.74,30300.0,0.69,66.2
Nigeria,2023,Leprosy,,18.95,11.37,5.74,19-35,Male,397638,87.94,4.09,8.37,Surgery,30360.0,Yes,93.86,296,2.5,49901.0,0.87,59.31
USA,2024,Polio,Cardiovascular,1.93,8.76,8.82,61+,Female,663350,71.32,3.96,1.35,Surgery,2892.0,No,90.13,2467,8.11,83345.0,0.76,39.91
South Africa,2024,Dengue,Bacterial,12.75,12.97,7.77,61+,Female,268664,74.31,2.91,6.61,Surgery,17623.0,No,96.5,3102,6.89,76815.0,0.44,73.68
USA,2024,Rabies,,18.56,12.24,9.83,61+,Other,886480,60.38,0.63,3.38,Surgery,44689.0,No,97.71,2708,3.53,79572.0,0.82,53.58
China,2021,COVID-19,Bacterial,3.33,11.99,6.6,61+,Male,48137,76.04,3.27,7.25,Surgery,24952.0,No,95.57,1673,8.04,67302.0,0.59,25.09
South Africa,2023,Ebola,Neurological,2.55,3.24,6.21,61+,Male,101295,89.59,2.05,6.92,Surgery,1418.0,No,55.79,1029,0.65,10431.0,0.89,57.63
China,2021,Zika,Metabolic,10.65,3.65,3.78,19-35,Male,97137,66.4,1.85,6.01,Vaccination,38816.0,Yes,51.12,1120,2.3,84559.0,0.55,20.57
Nigeria,2023,HIV/AIDS,Metabolic,12.63,9.48,3.58,19-35,Other,113470,53.82,2.78,4.78,Medication,25155.0,No,82.76,3912,2.68,87743.0,0.42,67.25
USA,2020,Malaria,Infectious,7.15,5.71,2.65,61+,Female,939758,50.79,1.36,9.53,Vaccination,26162.0,Yes,68.65,4121,4.3,49931.0,0.88,81.09
China,2021,COVID-19,Viral,19.02,3.47,4.04,0-18,Female,376660,54.22,4.94,3.61,Medication,20479.0,No,51.97,4313,9.18,36857.0,0.75,78.18
UK,2022,Influenza,Autoimmune,5.2,14.39,6.16,36-60,Female,893125,57.83,2.68,7.36,Therapy,14778.0,Yes,74.03,4997,4.07,99892.0,0.4,54.65
China,2022,COVID-19,Cardiovascular,17.17,8.7,2.11,19-35,Other,553186,93.11,4.34,6.57,Vaccination,47840.0,No,75.76,2712,1.01,27669.0,0.86,72.3
India,2021,Dengue,,0.84,0.6,3.69,19-35,Female,799421,54.21,1.17,3.41,Vaccination,39802.0,No,55.91,4468,9.78,85461.0,0.53,54.31
Russia,2022,Polio,Autoimmune,12.78,7.54,3.98,19-35,Female,533533,67.62,1.35,1.23,Vaccination,18409.0,Yes,78.14,101,4.69,63089.0,0.86,76.07
USA,2023,Cancer,Cardiovascular,5.09,10.82,3.56,36-60,Male,822878,90.98,4.65,8.3,Medication,30902.0,Yes,94.87,2421,4.34,81891.0,0.62,20.0
China,2023,Diabetes,Metabolic,10.3,0.29,6.97,61+,Other,38834,82.8,3.77,9.38,Surgery,12783.0,Yes,78.02,3396,9.05,76675.0,0.47,38.52
Argentina,2023,Hypertension,,4.84,7.1,2.39,0-18,Other,37748,84.97,2.19,8.77,Medication,,,77.59,1201,8.35,69119.0,0.55,52.65
Nigeria,2022,Cholera,Infectious,7.48,13.36,0.84,0-18,Other,806101,80.23,4.52,8.82,Medication,16315.0,Yes,89.38,4390,5.49,53789.0,0.74,28.82
China,2020,Measles,Viral,6.57,10.07,1.94,0-18,Female,737367,94.32,1.32,6.1,Medication,46118.0,No,69.27,364,3.21,69741.0,0.43,65.19
UK,2021,Zika,Respiratory,14.29,4.72,0.38,61+,Male,479136,98.63,2.28,2.2,Vaccination,19613.0,No,60.46,2593,9.77,94536.0,0.45,21.54
China,2023,Influenza,Genetic,2.74,10.46,6.11,36-60,Female,81709,86.76,4.58,4.61,Surgery,19667.0,No,84.6,1576,5.52,3273.0,0.55,69.93
UK,2023,Parkinson's Disease,Cardiovascular,11.69,11.61,5.6,0-18,Other,690311,89.44,4.2,5.93,Surgery,20365.0,No,60.17,305,6.82,15985.0,0.85,37.73
UK,2023,Influenza,Genetic,1.61,,9.28,19-35,Female,708330,83.61,1.85,9.37,Medication,33786.0,No,70.1,932,2.79,29681.0,0.78,24.93
India,2020,Asthma,Infectious,9.62,14.24,1.99,19-35,Male,852489,57.7,4.24,9.81,Therapy,21240.0,No,76.25,24,9.12,71077.0,0.53,62.29
Russia,2021,Hepatitis,Bacterial,5.22,10.53,1.06,19-35,Female,397718,76.59,0.85,,Therapy,27473.0,No,97.6,1506,4.7,28651.0,0.64,71.55
Nigeria,2020,COVID-19,Neurological,1.29,8.63,5.95,0-18,Male,775675,68.74,1.95,9.97,Surgery,34617.0,Yes,63.75,4277,3.22,46282.0,0.6,22.38
Nigeria,2021,Leprosy,Neurological,14.49,12.64,2.67,36-60,Other,920075,64.73,4.06,3.46,Medication,13309.0,No,66.41,3878,6.15,23358.0,0.55,29.64
Russia,2021,Tuberculosis,Cardiovascular,2.56,11.87,7.28,36-60,Male,815442,77.34,1.75,0.9,Medication,16702.0,Yes,96.65,225,9.6,20473.0,0.88,41.95
USA,2020,HIV/AIDS,Chronic,18.58,10.05,9.3,61+,Male,244732,70.55,2.82,2.13,Therapy,22258.0,,74.14,2242,6.79,43022.0,0.74,67.43
Argentina,2021,Asthma,Metabolic,4.11,13.0,3.48,36-60,Male,318604,60.57,2.33,1.9,Medication,30367.0,Yes,89.02,60,2.07,8196.0,0.61,45.06
China,2021,Cholera,Metabolic,6.88,3.97,0.59,19-35,Other,103129,65.51,2.64,6.77,Surgery,14798.0,Yes,92.88,11,9.69,23304.0,0.66,57.43
India,2020,Dengue,Autoimmune,11.11,12.83,6.68,61+,Male,592463,52.68,0.51,2.63,Medication,28231.0,Yes,61.34,1794,8.11,68766.0,0.73,37.92
India,2020,Diabetes,Genetic,12.8,0.79,4.48,0-18,Other,985587,53.13,1.62,8.03,Surgery,46429.0,Yes,52.51,4754,6.78,51060.0,0.88,24.33
South Africa,2022,Hepatitis,Parasitic,15.36,2.64,1.91,36-60,Female,554518,63.35,2.68,2.68,Therapy,13476.0,No,58.07,424,1.36,23168.0,0.68,
South Africa,2021,Dengue,Chronic,17.87,2.4,5.0,61+,Female,746919,59.01,3.79,3.9,Medication,25270.0,Yes,94.39,2452,3.77,509523.1992481203,0.64,44.03
South Africa,2024,Leprosy,Chronic,8.65,10.78,7.9,19-35,Male,412304,50.6,2.14,6.67,Vaccination,20723.0,No,52.91,697,7.56,14000.0,0.5,40.41
UK,2024,HIV/AIDS,Autoimmune,18.19,6.77,5.2,19-35,Female,101493,59.26,2.0,4.88,Therapy,27520.0,No,61.46,130,9.13,64314.0,0.78,67.9
Nigeria,2020,Alzheimer's Disease,Chronic,7.55,10.65,3.56,19-35,Female,756657,50.22,1.63,2.12,Surgery,7703.0,Yes,86.65,1628,3.03,93164.0,0.85,55.64
UK,2022,Tuberculosis,Autoimmune,2.15,13.89,3.67,0-18,Female,319682,72.78,2.28,4.1,Vaccination,7476.0,No,76.06,983,4.25,64550.0,0.86,67.91
UK,2021,Leprosy,Autoimmune,13.69,4.54,0.45,36-60,Male,235103,87.31,0.54,8.66,Medication,38734.0,Yes,61.49,3082,4.94,20387.0,0.71,34.96
South Africa,2023,Dengue,Genetic,11.83,0.15,9.35,36-60,Male,59626,57.14,4.97,5.57,Therapy,39794.0,No,55.24,4477,5.51,43911.0,0.44,79.37
Russia,2024,HIV/AIDS,Neurological,6.72,3.49,8.35,19-35,Male,613010,78.93,1.44,6.62,Surgery,6054.0,No,84.41,1252,3.51,44742.0,0.57,36.23
South Africa,2021,Malaria,Parasitic,7.57,5.41,3.22,19-35,Male,753240,86.81,0.83,2.49,Vaccination,26001.0,Yes,69.72,2806,2.83,8738.0,0.65,41.17
UK,2021,Asthma,Infectious,4.04,0.78,8.45,0-18,Other,522712,75.6,4.06,2.24,Vaccination,18012.0,No,75.24,1498,7.93,66233.0,0.43,33.1
USA,2020,HIV/AIDS,Respiratory,17.64,13.5,2.63,0-18,Male,764934,93.72,1.74,4.84,Medication,24096.0,Yes,89.24,1033,9.71,23229.0,0.77,31.52
South Africa,2024,Tuberculosis,Infectious,14.54,10.78,7.85,36-60,Male,664816,89.81,4.79,3.24,Vaccination,10515.0,Yes,81.29,1100,5.78,91030.0,0.71,43.9
South Africa,2022,Diabetes,Infectious,6.92,13.02,3.28,19-35,Male,791010,85.64,0.52,7.54,Therapy,26967.0,No,95.3,746,7.53,73863.0,0.59,20.74
USA,2024,Cholera,Metabolic,17.15,0.98,6.49,36-60,Female,98677,79.12,3.03,4.91,Therapy,21869.0,No,56.11,2697,4.47,20022.0,0.63,21.45
USA,2022,Rabies,Genetic,15.85,12.51,1.31,0-18,Female,901925,71.05,1.3,8.63,Vaccination,3252.0,Yes,76.65,3473,4.72,27434.0,0.77,41.31
South Africa,2024,Cholera,Chronic,10.17,4.04,2.29,0-18,Male,998558,85.05,1.43,7.1,Vaccination,41386.0,No,93.64,2818,7.81,55085.0,0.87,39.5
South Africa,2021,Malaria,Neurological,7.25,6.56,7.86,19-35,Male,85278,,1.62,4.96,Medication,15502.0,No,54.39,3670,6.12,24352.0,0.45,76.04
USA,2022,Hypertension,Infectious,17.89,14.04,6.44,36-60,Male,691854,54.22,2.77,4.54,Vaccination,8128.0,No,86.46,4582,5.56,71263.0,0.87,66.77
Nigeria,2021,Dengue,Bacterial,12.88,14.63,1.05,36-60,Other,969327,68.7,2.95,7.2,Surgery,1817.0,No,64.84,709,7.75,30582.0,0.75,45.36
Argentina,2023,Rabies,Respiratory,11.68,3.28,5.89,19-35,Female,865656,55.71,0.77,,Medication,38412.0,Yes,66.67,220,9.43,76260.0,0.52,45.46
South Africa,2024,Cancer,Respiratory,3.93,9.12,8.77,19-35,Male,446199,93.0,2.55,1.69,Therapy,1575.0,Yes,65.19,117,7.07,77716.0,0.58,60.35
UK,2022,Rabies,Chronic,11.28,4.37,1.22,36-60,Other,85400,64.21,3.63,5.88,Medication,8538.0,No,72.13,4436,7.24,85905.0,0.73,55.94
USA,2021,Zika,Cardiovascular,18.18,8.01,9.53,19-35,Male,831497,85.59,3.52,7.33,Vaccination,,Yes,60.24,3974,4.51,36543.0,0.71,25.15
China,2023,Leprosy,Parasitic,2.14,10.98,5.04,0-18,Female,357826,82.86,3.91,1.54,Vaccination,29155.0,Yes,59.96,1812,0.32,21699.0,0.5,88.21
USA,2020,Leprosy,Chronic,15.11,3.31,2.04,0-18,Male,357082,69.91,3.92,2.44,Therapy,9725.0,No,63.87,4397,2.22,97348.0,0.81,81.26
USA,2022,Measles,Respiratory,2.74,1.69,3.08,61+,Male,269952,68.4,0.72,1.83,Surgery,26244.0,Yes,64.13,2527,2.89,62347.0,0.54,23.9
India,2022,Malaria,Viral,12.58,7.34,1.74,61+,Female,134867,94.79,2.28,4.95,Therapy,37965.0,Yes,54.54,4636,8.09,56538.0,0.73,25.64
USA,2024,Polio,Infectious,7.87,7.97,8.29,0-18,Male,899428,50.84,3.66,1.75,Vaccination,15911.0,No,65.03,4475,5.04,42859.0,0.42,46.32
Nigeria,2023,Asthma,Genetic,17.11,8.47,9.37,19-35,Male,279433,72.11,2.3,9.55,Medication,36942.0,No,98.19,131,9.97,4587.0,0.89,79.72
South Africa,2023,Diabetes,Parasitic,0.64,13.7,2.63,61+,Female,113139,66.5,3.11,7.95,Vaccination,29616.0,No,71.28,1418,2.88,63498.0,0.88,40.64
Argentina,2021,Tuberculosis,Autoimmune,1.52,6.54,1.6,36-60,Female,525678,55.51,4.62,7.07,Surgery,48650.0,No,84.65,2285,3.44,41135.0,0.57,27.94
China,2022,Cancer,Cardiovascular,2.89,13.28,9.55,36-60,Male,995616,80.18,3.45,4.81,Vaccination,40669.0,No,64.16,2603,4.35,53924.0,0.68,77.24
Russia,2024,Cancer,Genetic,5.05,11.86,8.82,0-18,Other,546784,62.02,1.84,4.69,Therapy,,Yes,80.63,1198,2.9,8568.0,0.9,66.34
Argentina,2023,Alzheimer's Disease,Neurological,4.05,2.97,4.8,19-35,Male,554341,54.69,2.81,3.13,Medication,10630.0,No,91.96,1725,5.39,29702.0,0.85,48.05
Argentina,2020,Ebola,Neurological,10.52,5.38,1.39,61+,Other,734823,64.09,3.91,9.26,Vaccination,25153.0,Yes,70.6,4802,3.08,5358.0,0.44,34.28
Argentina,2022,Malaria,Cardiovascular,3.88,2.47,7.75,19-35,Female,180583,67.42,1.11,8.93,Medication,2574.0,Yes,67.62,3478,3.11,66113.0,0.76,84.49
China,2022,Rabies,Autoimmune,17.73,9.49,6.51,61+,Male,61934,81.03,0.78,3.04,Vaccination,41521.0,No,62.19,536,2.66,71425.0,0.68,78.55
India,2024,HIV/AIDS,Cardiovascular,13.13,10.64,1.27,0-18,Female,541036,58.67,3.07,5.55,Medication,28402.0,Yes,70.72,467,2.36,64996.0,0.55,40.77
India,2022,Ebola,Metabolic,6.27,7.03,3.68,36-60,Female,435746,53.81,3.59,8.6,Vaccination,25940.0,Yes,83.01,4114,6.23,96275.0,0.76,51.31
UK,2021,Rabies,Respiratory,16.55,13.27,3.18,19-35,Male,634601,51.93,2.12,8.1,Therapy,48060.0,Yes,61.66,687,0.18,75873.0,0.77,55.63
Nigeria,2021,Influenza,Viral,18.43,2.65,8.01,61+,Male,92105,51.24,0.83,9.39,Vaccination,37073.0,No,89.89,974,1.52,3279.0,0.46,41.07
China,2020,Cholera,Genetic,14.91,14.58,,61+,Other,119916,60.48,4.97,1.82,Vaccination,41587.0,No,90.16,1873,6.78,25792.0,0.6,66.23
Russia,2020,Polio,Respiratory,15.48,8.99,3.73,19-35,Female,332632,80.93,3.76,7.76,Medication,44680.0,Yes,98.69,2029,5.25,50931.0,0.43,71.45
India,2023,Cholera,Infectious,,14.7,5.74,0-18,Other,630198,66.02,4.11,9.62,Vaccination,39522.0,Yes,88.34,1265,4.85,7556.0,0.64,60.38
China,2021,Zika,Cardiovascular,14.81,7.15,4.42,19-35,Female,204060,56.39,4.19,2.67,Therapy,5266.0,No,70.12,1714,2.13,21502.0,0.65,39.31
UK,2021,Cholera,Autoimmune,9.81,3.72,2.29,19-35,Female,719444,56.97,2.14,5.21,Vaccination,13616.0,Yes,72.3,309,8.94,82436.0,0.68,80.42
South Africa,2024,HIV/AIDS,Cardiovascular,0.87,13.16,7.62,61+,Female,124810,57.03,1.39,2.91,Vaccination,35545.0,Yes,52.94,2668,2.61,67860.0,0.44,38.83
South Africa,2023,Rabies,Infectious,16.42,0.84,2.99,61+,Male,814699,68.14,2.0,9.91,Medication,44555.0,Yes,64.2,4707,8.02,56768.0,0.89,59.32
USA,2024,Dengue,Genetic,4.28,1.1,7.85,61+,Male,268925,53.36,2.51,8.37,Therapy,27699.0,No,82.56,2083,4.97,77525.0,0.4,51.24
South Africa,2023,Zika,Parasitic,8.75,0.12,4.49,61+,Other,623354,81.44,1.34,1.35,Medication,43715.0,Yes,53.25,1759,3.07,74177.0,0.6,57.64
UK,2023,Cancer,Viral,17.24,5.04,6.4,19-35,Male,547683,86.09,3.8,7.59,Vaccination,22305.0,No,68.79,3606,9.79,86851.0,0.57,20.33
India,2024,Hypertension,Cardiovascular,14.24,13.59,9.21,36-60,Male,59398,81.34,3.9,2.6,Therapy,34570.0,No,64.7,2000,7.68,40244.0,0.84,30.14
UK,2021,COVID-19,Genetic,12.25,8.25,0.27,19-35,Male,593280,78.73,1.42,9.44,Therapy,47994.0,Yes,79.43,2531,0.18,5164.0,0.52,74.53
Argentina,2022,COVID-19,Parasitic,,5.54,4.51,0-18,Male,468318,84.5,2.62,2.66,Therapy,727.0,No,58.38,2425,0.69,26024.0,0.65,37.05
Nigeria,2022,Rabies,Respiratory,16.07,9.54,2.5,19-35,Female,130376,55.5,1.56,5.01,Surgery,14019.0,Yes,77.84,4158,4.39,70620.0,0.79,26.39
USA,2021,Rabies,Metabolic,19.16,7.53,8.63,19-35,Other,44341,66.03,0.78,8.7,Medication,15195.0,Yes,93.79,2209,4.15,53867.0,0.43,83.58
Russia,2024,Diabetes,Genetic,11.16,10.18,4.99,36-60,Male,173227,92.82,1.42,7.12,Therapy,31097.0,Yes,67.56,2033,9.38,37336.0,0.43,75.28
China,2021,Leprosy,Autoimmune,4.6,4.29,6.76,36-60,Male,372359,58.87,4.99,8.06,Surgery,13391.0,No,50.67,472,5.87,49096.0,0.53,41.74
China,2022,Tuberculosis,Neurological,18.63,6.25,4.64,19-35,Female,187640,84.91,1.52,4.25,Vaccination,12577.0,No,76.9,1781,5.2,99589.0,0.44,43.17
